"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,11/18/2015 17:30:20,59,11/18/2015 9:30:20,11/18/2015 17:30:20,0,"Calibration Note: calibration was done prior to this due to a skip in the recordings that caused a loss in the calibration data                                                                                                                                "
2,11/18/2015 17:30:31,532,11/18/2015 9:30:31,11/18/2015 17:30:31,0,"Calibration: CH0 = 7.5; CH1 = 11.5                                                                                                                                                                                                                             "
3,9/27/2014 4:01:40,600,9/26/2014 21:01:40,11/18/2015 17:43:28,1,"START EFFORT                                                                                                                                                                                                                                                   "
4,9/27/2014 4:44:42,500,9/26/2014 21:44:42,11/18/2015 20:22:49,2,"END EFFORT                                                                                                                                                                                                                                                     "
