"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/23/2014 2:04:24,800,10/22/2014 19:04:24,1/15/2016 19:29:23,0,"Full calibration was done in a previous file. These calibrations were forced to be within 1 degree of the original (ch0: 9.5, ch1: 11.5).                                                                                                                      "
2,10/23/2014 2:34:57,500,10/22/2014 19:34:57,1/15/2016 19:32:50,1,"START EFFORT                                                                                                                                                                                                                                                   "
3,10/23/2014 3:02:39,900,10/22/2014 20:02:39,1/15/2016 20:05:40,0,"constan 20-30Hz possible fin whale calls                                                                                                                                                                                                                       "
4,10/23/2014 4:05:04,100,10/22/2014 21:05:04,1/15/2016 21:30:27,2,"END EFFORT                                                                                                                                                                                                                                                     "
