"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,8/16/2014 3:38:40,800,8/15/2014 20:38:40,2/23/2016 23:11:42,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,8/16/2014 3:52:27,100,8/15/2014 20:52:27,2/23/2016 23:20:22,0,"20-30 Hz fin whale calls                                                                                                                                                                                                                                       "
3,8/16/2014 5:38:42,400,8/15/2014 22:38:42,2/24/2016 0:17:24,2,"END EFFORT                                                                                                                                                                                                                                                     "
