"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/1/2014 4:26:13,100,8/31/2014 21:26:13,10/16/2015 17:35:28,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,9/1/2014 4:29:36,100,8/31/2014 21:29:36,10/16/2015 18:03:22,0,"multiple fin whales calling and causing some choas!                                                                                                                                                                                                            "
3,9/1/2014 5:11:35,500,8/31/2014 22:11:35,10/16/2015 22:02:56,2,"END EFFORT                                                                                                                                                                                                                                                     "
