"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,8/14/2014 4:36:31,799,8/13/2014 21:36:31,9/30/2015 19:18:54,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,8/14/2014 6:36:32,900,8/13/2014 23:36:32,9/30/2015 21:26:21,2,"END EFFORT                                                                                                                                                                                                                                                     "
3,8/14/2014 6:37:33,800,8/13/2014 23:37:33,9/30/2015 21:27:22,0,"There were NO blue whale A and B calls or fin whale classic calls.                                                                                                                                                                                             "
