"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,11/28/2014 4:00:45,299,11/27/2014 20:00:45,2/16/2016 23:23:30,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,11/28/2014 4:44:01,699,11/27/2014 20:44:01,2/16/2016 23:56:21,0,"20-30 Hz fin whale calls                                                                                                                                                                                                                                       "
3,11/28/2014 6:00:47,600,11/27/2014 22:00:47,2/17/2016 0:39:47,2,"END EFFORT                                                                                                                                                                                                                                                     "
