"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,8/8/2014 3:28:15,600,8/7/2014 20:28:15,2/24/2016 18:29:21,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,8/8/2014 3:36:31,800,8/7/2014 20:36:31,2/24/2016 18:34:30,0,"20-30 Hz fin whale callss                                                                                                                                                                                                                                      "
3,8/8/2014 3:36:49,800,8/7/2014 20:36:49,2/24/2016 18:35:06,0,"fm sweep                                                                                                                                                                                                                                                       "
4,8/8/2014 3:38:17,300,8/7/2014 20:38:17,2/24/2016 18:36:10,0,"fm sweeps from 90-30 Hz                                                                                                                                                                                                                                        "
5,8/8/2014 3:55:53,700,8/7/2014 20:55:53,2/24/2016 18:53:49,0,"fm sweeps                                                                                                                                                                                                                                                      "
6,8/8/2014 3:57:17,600,8/7/2014 20:57:17,2/24/2016 18:55:30,0,"possible fin whale 40 Hz call                                                                                                                                                                                                                                  "
7,8/8/2014 4:11:56,700,8/7/2014 21:11:56,2/24/2016 19:25:07,0,"Sooooooo many varying types of poss fin whale calls.                                                                                                                                                                                                           "
8,8/8/2014 4:11:58,100,8/7/2014 21:11:58,2/24/2016 19:25:12,0,"Very frustrating!                                                                                                                                                                                                                                              "
9,8/8/2014 5:01:56,0,8/7/2014 22:01:56,2/24/2016 20:49:49,0,"channels are starting to fade                                                                                                                                                                                                                                  "
10,8/8/2014 5:01:58,700,8/7/2014 22:01:58,2/24/2016 20:49:54,0,"fm sweeps                                                                                                                                                                                                                                                      "
11,8/8/2014 5:05:20,300,8/7/2014 22:05:20,2/24/2016 20:52:15,2,"END EFFORT                                                                                                                                                                                                                                                     "
12,8/8/2014 5:05:58,800,8/7/2014 22:05:58,2/24/2016 20:52:34,0,"channeels have faded too much to continue and the ship is steaming away                                                                                                                                                                                        "
