"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/10/2014 3:00:12,700,9/9/2014 20:00:12,10/28/2015 17:01:29,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,9/10/2014 3:30:20,300,9/9/2014 20:30:20,10/28/2015 19:09:50,0,"fm sweeps                                                                                                                                                                                                                                                      "
3,9/10/2014 3:45:20,799,9/9/2014 20:45:20,10/28/2015 20:22:19,0,"throughout the entire first hour there have been constant 40 Hz calls                                                                                                                                                                                          "
4,9/10/2014 3:52:36,300,9/9/2014 20:52:36,10/28/2015 20:47:52,0,"fm sweeps                                                                                                                                                                                                                                                      "
5,9/10/2014 3:56:44,600,9/9/2014 20:56:44,10/28/2015 20:58:47,0,"fm sweeps                                                                                                                                                                                                                                                      "
6,9/10/2014 3:58:57,200,9/9/2014 20:58:57,10/28/2015 21:05:59,0,"fm sweeps                                                                                                                                                                                                                                                      "
7,9/10/2014 4:07:44,0,9/9/2014 21:07:44,10/28/2015 21:39:48,2,"END EFFORT                                                                                                                                                                                                                                                     "
