"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/28/2014 2:54:15,300,9/27/2014 19:54:15,11/19/2015 19:19:52,0,"Calibration was done completely in previous files. These measures taken were done to force a match.                                                                                                                                                            "
2,9/28/2014 3:32:03,600,9/27/2014 20:32:03,11/19/2015 19:30:34,1,"START EFFORT                                                                                                                                                                                                                                                   "
3,9/28/2014 3:45:29,100,9/27/2014 20:45:29,11/19/2015 20:00:45,0,"fm sweeps                                                                                                                                                                                                                                                      "
4,9/28/2014 4:09:45,900,9/27/2014 21:09:45,11/19/2015 20:36:06,0,"channel 0 is starting to faid out                                                                                                                                                                                                                              "
5,9/28/2014 4:29:40,700,9/27/2014 21:29:40,11/19/2015 20:56:00,2,"END EFFORT                                                                                                                                                                                                                                                     "
6,9/28/2014 4:29:58,500,9/27/2014 21:29:58,11/19/2015 20:56:18,0,"lost signal on channel 0 and about to loose it on channel 1                                                                                                                                                                                                    "
