"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,8/8/2014 3:19:46,800,8/7/2014 20:19:46,2/24/2016 18:24:52,0,9.999500274,34.647100000,-125.108983333,,,277.000000000,,445.312500000,87.766102963,0.013719840,"Vessel              ",,,,"No group                                                                        "
2,8/8/2014 3:19:56,900,8/7/2014 20:19:56,2/24/2016 18:25:02,0,9.999500274,34.647100000,-125.108983333,,,271.000000000,,445.312500000,88.292006600,0.011582704,"Vessel              ",,,,"No group                                                                        "
3,8/8/2014 3:20:06,900,8/7/2014 20:20:06,2/24/2016 18:25:16,0,9.999500274,34.647100000,-125.108983333,,,282.000000000,,445.312500000,87.569595911,0.006049458,"Vessel              ",,,,"No group                                                                        "
4,8/8/2014 3:20:16,900,8/7/2014 20:20:16,2/24/2016 18:25:23,0,9.999500274,34.647100000,-125.108983333,,,284.000000000,,445.312500000,87.888941120,0.003601804,"Vessel              ",,,,"No group                                                                        "
5,8/8/2014 3:20:26,900,8/7/2014 20:20:26,2/24/2016 18:25:33,0,9.999500274,34.647100000,-125.108983333,,,284.000000000,,441.406250000,87.558941826,0.004718470,"Vessel              ",,,,"No group                                                                        "
6,8/8/2014 3:20:36,900,8/7/2014 20:20:36,2/24/2016 18:25:41,0,9.999500274,34.647100000,-125.108983333,,,282.000000000,,441.406250000,87.149493047,0.006185089,"Vessel              ",,,,"No group                                                                        "
7,8/8/2014 3:20:46,900,8/7/2014 20:20:46,2/24/2016 18:25:51,0,9.999500274,34.647100000,-125.108983333,,,282.000000000,,445.312500000,85.895413025,0.002827637,"Vessel              ",,,,"No group                                                                        "
8,8/8/2014 3:27:02,600,8/7/2014 20:27:02,2/24/2016 18:28:12,1,9.999500274,34.650300000,-125.129800000,,,267.000000000,,441.406250000,88.033722928,0.005408330,"Vessel              ",,,,"No group                                                                        "
9,8/8/2014 3:27:12,700,8/7/2014 20:27:12,2/24/2016 18:28:21,1,9.999500274,34.650300000,-125.129800000,,,267.000000000,,441.406250000,88.069564672,0.009092596,"Vessel              ",,,,"No group                                                                        "
10,8/8/2014 3:27:22,700,8/7/2014 20:27:22,2/24/2016 18:28:32,1,9.999500274,34.650300000,-125.129800000,,,268.000000000,,441.406250000,88.718704775,0.012086128,"Vessel              ",,,,"No group                                                                        "
11,8/8/2014 3:27:32,700,8/7/2014 20:27:32,2/24/2016 18:28:41,1,9.999500274,34.650300000,-125.129800000,,,268.000000000,,441.406250000,88.749830747,0.007322744,"Vessel              ",,,,"No group                                                                        "
12,8/8/2014 3:27:42,700,8/7/2014 20:27:42,2/24/2016 18:28:50,1,9.999500274,34.650300000,-125.129800000,,,268.000000000,,441.406250000,87.667071395,0.004212442,"Vessel              ",,,,"No group                                                                        "
13,8/8/2014 3:27:52,700,8/7/2014 20:27:52,2/24/2016 18:29:00,1,9.999500274,34.650300000,-125.129800000,,,269.000000000,,441.406250000,87.839907664,0.017730231,"Vessel              ",,,,"No group                                                                        "
14,8/8/2014 3:35:32,973,8/7/2014 20:35:32,2/24/2016 18:33:54,0,15.255999565,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,122.000000000,118.500000000,43.945312500,87.390943533,0.000096863,"BmB                 ",,,,"1                                                                               "
15,8/8/2014 3:35:33,920,8/7/2014 20:35:33,2/24/2016 18:34:02,1,15.112000465,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,112.000000000,123.500000000,43.945312500,89.571138459,0.000159061,"BmB                 ",,,,"1                                                                               "
16,8/8/2014 3:35:45,982,8/7/2014 20:35:45,2/24/2016 18:34:46,0,1.024000048,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,180.000000000,176.500000000,18.554687500,74.540390041,0.000001018,"Bp                  ",,,,"2                                                                               "
17,8/8/2014 3:35:45,549,8/7/2014 20:35:45,2/24/2016 18:34:56,1,1.151979207,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,16.000000000,27.500000000,19.531250000,73.210483709,0.000008012,"Bp                  ",,,,"2                                                                               "
18,8/8/2014 3:35:59,151,8/7/2014 20:35:59,2/24/2016 18:35:18,0,6.360000133,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,41.000000000,37.500000000,43.945312500,87.078926085,0.000123921,"BmB                 ",,,,"3                                                                               "
19,8/8/2014 3:35:59,223,8/7/2014 20:35:59,2/24/2016 18:35:31,1,8.892000198,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,43.000000000,54.500000000,43.945312500,86.620382722,0.000104613,"BmB                 ",34.681153595,-125.077209161,"18                                                                              ","3                                                                               "
20,8/8/2014 3:43:50,230,8/7/2014 20:43:50,2/24/2016 18:39:48,0,8.383999824,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,113.000000000,109.500000000,43.945312500,88.558474663,0.000156223,"BmB                 ",,,,"4                                                                               "
21,8/8/2014 3:43:50,809,8/7/2014 20:43:50,2/24/2016 18:39:57,1,9.107999801,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,118.000000000,129.500000000,43.945312500,89.683780373,0.000247887,"BmB                 ",,,,"4                                                                               "
22,8/8/2014 3:46:15,995,8/7/2014 20:46:15,2/24/2016 18:44:12,0,10.048000335,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,66.000000000,62.500000000,43.945312500,86.794825207,0.000084556,"BmB                 ",,,,"No group                                                                        "
23,8/8/2014 3:47:04,196,8/7/2014 20:47:04,2/24/2016 18:49:10,0,7.952000141,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,118.000000000,114.500000000,43.945312500,86.197517053,0.000117165,"BmB                 ",,,,"5                                                                               "
24,8/8/2014 3:47:05,253,8/7/2014 20:47:05,2/24/2016 18:49:19,1,9.539999961,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,117.000000000,128.500000000,43.945312500,89.816512928,0.000227213,"BmB                 ",,,,"5                                                                               "
25,8/8/2014 3:49:28,554,8/7/2014 20:49:28,2/24/2016 18:50:18,0,7.012000083,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,102.000000000,98.500000000,43.945312500,89.145284185,0.000178612,"BmB                 ",,,,"6                                                                               "
26,8/8/2014 3:49:32,61,8/7/2014 20:49:32,2/24/2016 18:50:25,1,7.659999847,34.650300000,-125.129800000,"DIFAR Localisation                                                              ",11.500000000,114.000000000,125.500000000,43.945312500,89.503699373,0.000317430,"BmB                 ",,,,"6                                                                               "
27,8/8/2014 3:51:40,451,8/7/2014 20:51:40,2/24/2016 18:51:26,0,11.496000289,34.647100000,-125.108983333,"DIFAR Localisation                                                              ",-3.500000000,114.000000000,110.500000000,43.945312500,87.993414896,0.000130831,"BmB                 ",,,,"7                                                                               "
