"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,8/14/2014 4:08:33,400,8/13/2014 21:08:33,9/30/2015 19:13:49,0,9.999500274,47.939983333,-125.168000000,,,94.000000000,,371.093750000,94.812784520,0.022179557,"Vessel              ",,,,"No group                                                                        "
2,8/14/2014 4:08:43,500,8/13/2014 21:08:43,9/30/2015 19:13:52,0,9.999500274,47.939983333,-125.168000000,,,90.000000000,,355.468750000,95.173636476,0.029269648,"Vessel              ",,,,"No group                                                                        "
3,8/14/2014 4:08:53,500,8/13/2014 21:08:53,9/30/2015 19:14:00,0,9.999500274,47.939983333,-125.168000000,,,89.000000000,,410.156250000,95.315880357,0.029727394,"Vessel              ",,,,"No group                                                                        "
4,8/14/2014 4:09:03,500,8/13/2014 21:09:03,9/30/2015 19:14:10,0,9.999500274,47.939983333,-125.168000000,,,89.000000000,,324.218750000,95.310020651,0.029406061,"Vessel              ",,,,"No group                                                                        "
5,8/14/2014 4:09:13,500,8/13/2014 21:09:13,9/30/2015 19:14:20,0,9.999500274,47.939983333,-125.168000000,,,96.000000000,,355.468750000,95.567715736,0.026113882,"Vessel              ",,,,"No group                                                                        "
6,8/14/2014 4:09:23,500,8/13/2014 21:09:23,9/30/2015 19:14:31,0,9.999500274,47.939983333,-125.168000000,,,86.000000000,,414.062500000,95.485053683,0.074641875,"Vessel              ",,,,"No group                                                                        "
7,8/14/2014 4:09:33,500,8/13/2014 21:09:33,9/30/2015 19:14:40,0,9.999500274,47.939983333,-125.168000000,,,93.000000000,,414.062500000,95.204492465,0.043331830,"Vessel              ",,,,"No group                                                                        "
8,8/14/2014 4:09:43,500,8/13/2014 21:09:43,9/30/2015 19:14:50,0,9.999500274,47.939983333,-125.168000000,,,90.000000000,,414.062500000,94.925794329,0.027048559,"Vessel              ",,,,"No group                                                                        "
9,8/14/2014 4:35:16,400,8/13/2014 21:35:16,9/30/2015 19:17:55,1,9.999500274,47.935516666,-125.131583333,,,82.000000000,,535.156250000,92.584792742,0.014045897,"Vessel              ",,,,"No group                                                                        "
10,8/14/2014 4:35:26,500,8/13/2014 21:35:26,9/30/2015 19:18:03,1,9.999500274,47.935516666,-125.131583333,,,84.000000000,,535.156250000,91.671678342,0.011588658,"Vessel              ",,,,"No group                                                                        "
11,8/14/2014 4:35:36,500,8/13/2014 21:35:36,9/30/2015 19:18:12,1,9.999500274,47.935516666,-125.131583333,,,85.000000000,,535.156250000,91.074074314,0.013724551,"Vessel              ",,,,"No group                                                                        "
12,8/14/2014 4:35:46,500,8/13/2014 21:35:46,9/30/2015 19:18:22,1,9.999500274,47.935516666,-125.131583333,,,86.000000000,,535.156250000,90.114712946,0.015694613,"Vessel              ",,,,"No group                                                                        "
13,8/14/2014 4:35:56,500,8/13/2014 21:35:56,9/30/2015 19:18:37,1,9.999500274,47.935516666,-125.131583333,,,87.000000000,,535.156250000,89.230174456,0.010771282,"Vessel              ",,,,"No group                                                                        "
14,8/14/2014 4:36:06,500,8/13/2014 21:36:06,9/30/2015 19:18:42,1,9.999500274,47.935516666,-125.131583333,,,86.000000000,,535.156250000,88.394137564,0.013163654,"Vessel              ",,,,"No group                                                                        "
