"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,8/10/2014 3:51:27,200,8/9/2014 20:51:27,2/25/2016 19:00:51,0,9.999500274,38.926100000,-126.812500000,,,3.000000000,,433.593750000,89.963209952,0.017724398,"Vessel              ",,,,"No group                                                                        "
2,8/10/2014 3:51:51,0,8/9/2014 20:51:51,2/25/2016 19:01:20,0,9.999500274,38.926100000,-126.812500000,,,22.000000000,,433.593750000,90.988291884,0.017557746,"Vessel              ",,,,"No group                                                                        "
3,8/10/2014 3:52:01,100,8/9/2014 20:52:01,2/25/2016 19:01:31,0,9.999500274,38.926100000,-126.812500000,,,13.000000000,,433.593750000,90.836154798,0.015698207,"Vessel              ",,,,"No group                                                                        "
4,8/10/2014 3:52:13,0,8/9/2014 20:52:13,2/25/2016 19:01:43,0,9.999500274,38.926100000,-126.812500000,,,20.000000000,,429.687500000,88.759864481,0.004450770,"Vessel              ",,,,"No group                                                                        "
5,8/10/2014 3:52:28,200,8/9/2014 20:52:28,2/25/2016 19:01:58,0,9.999500274,38.926100000,-126.812500000,,,21.000000000,,433.593750000,88.252640194,0.006190933,"Vessel              ",,,,"No group                                                                        "
6,8/10/2014 3:52:38,300,8/9/2014 20:52:38,2/25/2016 19:02:20,0,9.999500274,38.926100000,-126.812500000,,,22.000000000,,433.593750000,87.018675741,0.005430896,"Vessel              ",,,,"No group                                                                        "
7,8/10/2014 4:01:32,700,8/9/2014 21:01:32,2/25/2016 19:03:43,1,9.999500274,38.944066666,-126.804700000,,,11.000000000,,417.968750000,89.149642150,0.018969092,"Vessel              ",,,,"No group                                                                        "
8,8/10/2014 4:39:48,861,8/9/2014 21:39:48,2/25/2016 19:14:47,0,1.368000030,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,55.000000000,51.500000000,23.437500000,73.778664906,0.000120985,"Bp                  ",,,,"No group                                                                        "
9,8/10/2014 4:39:45,788,8/9/2014 21:39:45,2/25/2016 19:15:35,0,15.184000015,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,29.000000000,25.500000000,44.921875000,88.090304786,0.000081119,"BmB                 ",,,,"53                                                                              "
10,8/10/2014 4:39:45,377,8/9/2014 21:39:45,2/25/2016 19:15:49,1,17.063980102,38.944066666,-126.804700000,"DIFAR Localisation                                                              ",8.500000000,46.000000000,54.500000000,44.921875000,87.744719374,0.000053733,"BmB                 ",38.946772004,-126.799823409,"9                                                                               ","53                                                                              "
11,8/10/2014 4:39:58,668,8/9/2014 21:39:58,2/25/2016 19:16:02,0,1.728000044,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,63.000000000,59.500000000,17.578125000,77.152599915,0.000071805,"Bp                  ",,,,"No group                                                                        "
12,8/10/2014 4:41:48,54,8/9/2014 21:41:48,2/25/2016 19:18:09,0,1.151979207,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,90.000000000,86.500000000,16.601562500,75.798367071,0.000021142,"Bp                  ",,,,"No group                                                                        "
13,8/10/2014 4:41:51,148,8/9/2014 21:41:51,2/25/2016 19:18:48,0,18.799978256,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,177.000000000,173.500000000,44.921875000,89.025992471,0.000154130,"BmB                 ",,,,"54                                                                              "
14,8/10/2014 4:41:51,182,8/9/2014 21:41:51,2/25/2016 19:19:17,1,7.803999900,38.944066666,-126.804700000,"DIFAR Localisation                                                              ",8.500000000,205.077608142,213.577608142,44.903842470,88.107092235,0.000084571,"BmB                 ",,,,"54                                                                              "
15,8/10/2014 4:42:40,129,8/9/2014 21:42:40,2/25/2016 19:19:32,0,1.296000003,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,46.000000000,42.500000000,18.554687500,79.509555743,0.000022361,"Bp                  ",,,,"No group                                                                        "
16,8/10/2014 4:42:13,526,8/9/2014 21:42:13,2/25/2016 19:20:04,0,8.748000144,38.926100000,-126.812500000,"DIFAR Localisation                                                              ",-3.500000000,170.000000000,166.500000000,45.898437500,87.718983909,0.000149414,"BmB                 ",,,,"55                                                                              "
17,8/10/2014 4:42:12,30,8/9/2014 21:42:12,2/25/2016 19:20:14,1,8.671999931,38.944066666,-126.804700000,"DIFAR Localisation                                                              ",8.500000000,207.000000000,215.500000000,44.921875000,87.382854969,0.000067605,"BmB                 ",,,,"55                                                                              "
