"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/10/2014 2:19:41,200,10/9/2014 19:19:41,12/9/2015 19:06:46,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,10/10/2014 2:23:08,800,10/9/2014 19:23:08,12/9/2015 19:15:08,0,"fm sweeps                                                                                                                                                                                                                                                      "
3,10/10/2014 2:24:24,0,10/9/2014 19:24:24,12/9/2015 19:19:21,0,"90Hz tone 20s long                                                                                                                                                                                                                                             "
4,10/10/2014 2:27:56,800,10/9/2014 19:27:56,12/9/2015 19:30:54,0,"20-30Hz fin whale calls have been present throughout the entire recording so far                                                                                                                                                                               "
5,10/10/2014 2:29:38,200,10/9/2014 19:29:38,12/9/2015 19:37:12,0,"fm sweeps                                                                                                                                                                                                                                                      "
6,10/10/2014 2:29:48,0,10/9/2014 19:29:48,12/9/2015 19:37:42,0,"blue whale b calls are very constant and starting to get difficult to tell apart                                                                                                                                                                               "
7,10/10/2014 2:44:02,100,10/9/2014 19:44:02,12/9/2015 20:06:41,0,"fm sweep                                                                                                                                                                                                                                                       "
8,10/10/2014 2:49:52,400,10/9/2014 19:49:52,12/9/2015 20:32:55,0,"fm sweeps                                                                                                                                                                                                                                                      "
9,10/10/2014 3:20:29,500,10/9/2014 20:20:29,12/9/2015 21:55:59,0,"fm sweep                                                                                                                                                                                                                                                       "
10,10/10/2014 3:22:30,700,10/9/2014 20:22:30,12/9/2015 22:01:50,0,"fm sweeps                                                                                                                                                                                                                                                      "
11,10/10/2014 3:35:21,100,10/9/2014 20:35:21,12/9/2015 22:28:12,0,"fm sweeps                                                                                                                                                                                                                                                      "
12,10/10/2014 3:37:52,0,10/9/2014 20:37:52,12/9/2015 22:30:42,0,"lots of fm sweeps                                                                                                                                                                                                                                              "
13,10/10/2014 3:52:41,700,10/9/2014 20:52:41,12/9/2015 22:57:08,0,"tons of fm sweeps of call kinds                                                                                                                                                                                                                                "
14,10/10/2014 3:52:48,0,10/9/2014 20:52:48,12/9/2015 22:57:21,0,"I think we are in baleen soup ;)                                                                                                                                                                                                                               "
15,10/10/2014 3:57:54,500,10/9/2014 20:57:54,12/9/2015 23:19:14,0,"more and more fm sweeps!                                                                                                                                                                                                                                       "
16,10/10/2014 4:19:52,800,10/9/2014 21:19:52,12/10/2015 0:05:41,2,"END EFFORT                                                                                                                                                                                                                                                     "
