"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/28/2014 2:54:23,0,9/27/2014 19:54:23,11/18/2015 21:48:28,0,"Calibratin Note: Due to a time gap in the recordings the calibration in full was done in a previous recording that resulted in 13.5 degrees. This calibration was forced to be that number                                                                     "
2,9/28/2014 3:00:11,800,9/27/2014 20:00:11,11/18/2015 21:50:34,1,"START EFFORT                                                                                                                                                                                                                                                   "
3,9/28/2014 3:03:01,600,9/27/2014 20:03:01,11/18/2015 21:55:45,0,"lots of 20-30Hz possible of fin whale calls                                                                                                                                                                                                                    "
4,9/28/2014 3:06:36,0,9/27/2014 20:06:36,11/18/2015 22:00:17,0,"lots of fin whale back beat calls                                                                                                                                                                                                                              "
5,9/28/2014 3:07:49,699,9/27/2014 20:07:49,11/18/2015 22:01:30,0,"faint continuous blue whale b call is present and difficult to find individual calls                                                                                                                                                                           "
6,9/28/2014 3:24:03,600,9/27/2014 20:24:03,11/18/2015 23:00:12,0,"20-30 Hz fin whale calls and 20-25 Hz nugget                                                                                                                                                                                                                   "
7,9/28/2014 3:32:03,200,9/27/2014 20:32:03,11/18/2015 23:31:01,2,"END EFFORT                                                                                                                                                                                                                                                     "
