"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/26/2014 1:57:20,0,10/25/2014 18:57:20,1/20/2016 18:27:32,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,10/26/2014 3:57:23,799,10/25/2014 20:57:23,1/20/2016 19:33:40,2,"END EFFORT                                                                                                                                                                                                                                                     "
3,10/26/2014 3:57:29,799,10/25/2014 20:57:29,1/20/2016 19:34:10,0,"Nothing below 125Hz on this recording.                                                                                                                                                                                                                         "
