"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/16/2014 2:05:14,0,10/15/2014 19:05:14,1/4/2016 18:37:10,0,"Calibration Note: Calibrations were forced to Ch0 10.5 degrees and Ch1 9.5 degrees                                                                                                                                                                             "
2,10/16/2014 2:57:18,500,10/15/2014 19:57:18,1/4/2016 18:42:04,1,"START EFFORT                                                                                                                                                                                                                                                   "
3,10/16/2014 2:57:37,299,10/15/2014 19:57:37,1/4/2016 18:43:15,0,"More 20-30Hz fin whale calls                                                                                                                                                                                                                                   "
4,10/16/2014 4:16:18,400,10/15/2014 21:16:18,1/4/2016 22:05:40,2,"END EFFORT                                                                                                                                                                                                                                                     "
