"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/4/2014 2:24:36,800,9/3/2014 19:24:36,10/22/2015 17:48:36,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,9/4/2014 2:26:01,800,9/3/2014 19:26:01,10/22/2015 17:55:11,0,"Calibrations did not hold due to a skip in time between recordings.                                                                                                                                                                                            "
3,9/4/2014 2:26:02,900,9/3/2014 19:26:02,10/22/2015 17:55:27,0,"Ch0 = 16.5 degrees                                                                                                                                                                                                                                             "
4,9/4/2014 2:26:03,600,9/3/2014 19:26:03,10/22/2015 17:55:39,0,"Ch1 = 13.5 degrees                                                                                                                                                                                                                                             "
5,9/4/2014 2:26:50,0,9/3/2014 19:26:50,10/22/2015 17:56:46,0,"fm sweep                                                                                                                                                                                                                                                       "
6,9/4/2014 2:30:31,200,9/3/2014 19:30:31,10/22/2015 18:00:44,0,"fm sweeps - d calls                                                                                                                                                                                                                                            "
7,9/4/2014 2:53:27,400,9/3/2014 19:53:27,10/22/2015 18:25:40,0,"fm sweeps                                                                                                                                                                                                                                                      "
8,9/4/2014 2:54:02,300,9/3/2014 19:54:02,10/22/2015 18:26:43,0,"fin like calls are present but they are 30 to 40Hz                                                                                                                                                                                                             "
9,9/4/2014 2:57:39,500,9/3/2014 19:57:39,10/22/2015 18:36:19,0,"fm sweeps                                                                                                                                                                                                                                                      "
10,9/4/2014 3:01:48,300,9/3/2014 20:01:48,10/22/2015 18:41:19,0,"fm sweeps 60Hz to +125Hz                                                                                                                                                                                                                                       "
11,9/4/2014 3:03:45,0,9/3/2014 20:03:45,10/22/2015 18:44:15,0,"fm sweeps                                                                                                                                                                                                                                                      "
12,9/4/2014 3:04:46,0,9/3/2014 20:04:46,10/22/2015 18:45:15,0,"fm sweeps                                                                                                                                                                                                                                                      "
13,9/4/2014 3:06:05,500,9/3/2014 20:06:05,10/22/2015 18:47:20,0,"noise has increased from something possibly passing by (another ship maybe)                                                                                                                                                                                    "
14,9/4/2014 3:07:45,100,9/3/2014 20:07:45,10/22/2015 18:49:01,0,"fm sweeps                                                                                                                                                                                                                                                      "
15,9/4/2014 3:18:18,400,9/3/2014 20:18:18,10/22/2015 19:57:13,0,"fm sweeps                                                                                                                                                                                                                                                      "
16,9/4/2014 3:20:45,100,9/3/2014 20:20:45,10/22/2015 20:06:01,0,"lots of fin like calls but all higher in frequency                                                                                                                                                                                                             "
17,9/4/2014 3:26:34,400,9/3/2014 20:26:34,10/22/2015 20:17:17,0,"fm sweeps                                                                                                                                                                                                                                                      "
18,9/4/2014 3:27:41,800,9/3/2014 20:27:41,10/22/2015 20:18:44,0,"fm sweeps                                                                                                                                                                                                                                                      "
19,9/4/2014 3:33:01,300,9/3/2014 20:33:01,10/22/2015 20:30:33,0,"fm sweeps                                                                                                                                                                                                                                                      "
20,9/4/2014 3:34:38,0,9/3/2014 20:34:38,10/22/2015 20:33:46,0,"fm sweeps                                                                                                                                                                                                                                                      "
21,9/4/2014 3:38:06,900,9/3/2014 20:38:06,10/22/2015 20:41:29,0,"fm sweeps                                                                                                                                                                                                                                                      "
22,9/4/2014 3:39:38,800,9/3/2014 20:39:38,10/22/2015 20:44:33,0,"fm sweeps                                                                                                                                                                                                                                                      "
23,9/4/2014 3:55:52,400,9/3/2014 20:55:52,10/22/2015 21:02:12,0,"fm sweep                                                                                                                                                                                                                                                       "
24,9/4/2014 3:58:47,499,9/3/2014 20:58:47,10/22/2015 21:05:36,0,"fm sweeps                                                                                                                                                                                                                                                      "
25,9/4/2014 4:04:24,400,9/3/2014 21:04:24,10/22/2015 21:13:23,0,"fm sweeps                                                                                                                                                                                                                                                      "
26,9/4/2014 4:05:23,800,9/3/2014 21:05:23,10/22/2015 21:15:52,0,"higher Hz fin whale calls                                                                                                                                                                                                                                      "
27,9/4/2014 4:19:49,100,9/3/2014 21:19:49,10/22/2015 21:35:05,0,"fm sweeps                                                                                                                                                                                                                                                      "
28,9/4/2014 4:24:40,999,9/3/2014 21:24:40,10/22/2015 21:40:28,2,"END EFFORT                                                                                                                                                                                                                                                     "
