"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,8/31/2014 4:07:47,600,8/30/2014 21:07:47,10/15/2015 20:04:04,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,8/31/2014 4:11:48,300,8/30/2014 21:11:48,10/15/2015 20:10:57,0,"fm pulse/sweep                                                                                                                                                                                                                                                 "
3,8/31/2014 4:13:05,400,8/30/2014 21:13:05,10/15/2015 20:13:45,0,"more fm pulses                                                                                                                                                                                                                                                 "
4,8/31/2014 5:48:11,200,8/30/2014 22:48:11,10/15/2015 23:02:57,2,"END EFFORT                                                                                                                                                                                                                                                     "
