"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,9/20/2014 3:02:17,800,9/19/2014 20:02:17,11/12/2015 19:31:42,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,9/20/2014 3:12:09,900,9/19/2014 20:12:09,11/12/2015 19:48:18,0,"Lots of 20 to 30 Hz downsweeps                                                                                                                                                                                                                                 "
3,9/20/2014 3:13:54,0,9/19/2014 20:13:54,11/12/2015 19:51:16,0,"fm sweeps                                                                                                                                                                                                                                                      "
4,9/20/2014 3:19:22,0,9/19/2014 20:19:22,11/12/2015 20:00:36,0,"fm sweeps                                                                                                                                                                                                                                                      "
5,9/20/2014 4:04:47,0,9/19/2014 21:04:47,11/12/2015 21:36:56,0,"at this point in the recordings the blue whale b calls are becoming so faint that they are blurring all into a single line around 45 Hz                                                                                                                        "
6,9/20/2014 4:19:52,200,9/19/2014 21:19:52,11/12/2015 22:04:34,0,"fm sweep                                                                                                                                                                                                                                                       "
7,9/20/2014 4:42:37,0,9/19/2014 21:42:37,11/12/2015 22:32:52,0,"fm sweep                                                                                                                                                                                                                                                       "
8,9/20/2014 4:43:40,600,9/19/2014 21:43:40,11/12/2015 22:33:56,0,"can't pick out the b-calls anymore. They are so faint and continuous                                                                                                                                                                                           "
9,9/20/2014 4:46:37,700,9/19/2014 21:46:37,11/12/2015 22:38:02,0,"fm sweeps                                                                                                                                                                                                                                                      "
10,9/20/2014 4:50:43,900,9/19/2014 21:50:43,11/12/2015 22:42:09,0,"fm sweeps                                                                                                                                                                                                                                                      "
11,9/20/2014 5:02:18,199,9/19/2014 22:02:18,11/12/2015 22:53:43,2,"END EFFORT                                                                                                                                                                                                                                                     "
