"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/11/2014 2:18:11,200,10/10/2014 19:18:11,12/10/2015 19:35:51,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,10/11/2014 2:18:34,700,10/10/2014 19:18:34,12/10/2015 19:37:13,0,"20-30Hz fin whale call                                                                                                                                                                                                                                         "
3,10/11/2014 2:20:02,600,10/10/2014 19:20:02,12/10/2015 19:42:05,0,"fm sweeps                                                                                                                                                                                                                                                      "
4,10/11/2014 2:20:17,399,10/10/2014 19:20:17,12/10/2015 19:44:03,0,"40 Hz fin whale call. very strong                                                                                                                                                                                                                              "
5,10/11/2014 2:36:32,600,10/10/2014 19:36:32,12/10/2015 20:56:56,0,"there is some loud constant noise from 77-113Hz                                                                                                                                                                                                                "
6,10/11/2014 2:46:51,0,10/10/2014 19:46:51,12/10/2015 21:54:36,2,"END EFFORT                                                                                                                                                                                                                                                     "
