"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,10/16/2014 2:16:12,899,10/15/2014 19:16:12,12/31/2015 17:29:18,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,10/16/2014 2:18:46,400,10/15/2014 19:18:46,12/31/2015 17:36:14,0,"lots of 20-30Hz poss. fin whale calls                                                                                                                                                                                                                          "
3,10/16/2014 2:21:59,700,10/15/2014 19:21:59,12/31/2015 17:43:51,0,"fm sweep                                                                                                                                                                                                                                                       "
4,10/16/2014 2:48:19,0,10/15/2014 19:48:19,12/31/2015 19:45:40,0,"possible counter calling between 2 blue whales. localizations put them in different places by 20k m. producing b calls                                                                                                                                         "
5,10/16/2014 2:57:18,199,10/15/2014 19:57:18,12/31/2015 20:14:32,2,"END EFFORT                                                                                                                                                                                                                                                     "
