"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,11/6/2014 3:12:08,900,11/5/2014 19:12:08,1/28/2016 17:27:05,1,"START EFFORT                                                                                                                                                                                                                                                   "
2,11/6/2014 3:12:15,500,11/5/2014 19:12:15,1/28/2016 17:27:58,0,"20-30 Hz poss. fin whale calls constant at start                                                                                                                                                                                                               "
3,11/6/2014 3:17:56,300,11/5/2014 19:17:56,1/28/2016 17:44:42,0,"Channel 1 is starting to fade                                                                                                                                                                                                                                  "
4,11/6/2014 3:19:07,400,11/5/2014 19:19:07,1/28/2016 17:50:22,2,"END EFFORT                                                                                                                                                                                                                                                     "
5,11/6/2014 3:19:10,100,11/5/2014 19:19:10,1/28/2016 17:51:05,0,"Channel 0 has become too faint. Notes say that it comes in and out so I will fast forward to see if this happens.                                                                                                                                              "
6,11/6/2014 4:11:37,300,11/5/2014 20:11:37,1/28/2016 18:02:34,1,"START EFFORT                                                                                                                                                                                                                                                   "
7,11/6/2014 4:11:51,300,11/5/2014 20:11:51,1/28/2016 18:03:02,0,"Ch 1 has come back because the ship headed back to the buoys                                                                                                                                                                                                   "
8,11/6/2014 4:48:01,200,11/5/2014 20:48:01,1/28/2016 19:44:57,0,"There is a constant background noise that is overlapping where blue whale b-calls would be present.                                                                                                                                                            "
9,11/6/2014 4:48:04,900,11/5/2014 20:48:04,1/28/2016 19:45:27,0,"I no longer think the b-calls are present                                                                                                                                                                                                                      "
10,11/6/2014 4:49:02,300,11/5/2014 20:49:02,1/28/2016 19:50:32,2,"END EFFORT                                                                                                                                                                                                                                                     "
11,11/6/2014 4:49:02,600,11/5/2014 20:49:02,1/28/2016 19:51:53,0,"Something happened with the recordings and I was no longer able to select anything from the spectrogram                                                                                                                                                        "
