"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","UpdateOf","Comment"
1,8/10/2014 4:02:49,200,8/9/2014 21:02:49,2/25/2016 19:04:45,0,"Calibration was done fully in the previous parts                                                                                                                                                                                                               "
2,8/10/2014 4:39:45,0,8/9/2014 21:39:45,2/25/2016 19:12:52,1,"START EFFORT                                                                                                                                                                                                                                                   "
3,8/10/2014 4:41:27,699,8/9/2014 21:41:27,2/25/2016 19:17:24,0,"20-30 Hz fin whale calls                                                                                                                                                                                                                                       "
4,8/10/2014 4:44:13,200,8/9/2014 21:44:13,2/25/2016 19:20:45,0,"Channel 1 is starting to fade a bit                                                                                                                                                                                                                            "
5,8/10/2014 4:47:02,900,8/9/2014 21:47:02,2/25/2016 19:24:12,2,"END EFFORT                                                                                                                                                                                                                                                     "
6,8/10/2014 4:47:23,300,8/9/2014 21:47:23,2/25/2016 19:25:02,0,"channel 1 has faded too much to continue and the ship is steaming away                                                                                                                                                                                         "
