"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/1/2014 4:26:23,63,8/31/2014 21:26:23,10/16/2015 17:37:30,1,0.85,16.21,23.64,3.31,
2,9/1/2014 4:30:18,472,8/31/2014 21:30:18,10/16/2015 18:12:21,1,2.50,0.67,122.97,10.91,"noise                                             "
3,9/1/2014 4:30:23,369,8/31/2014 21:30:23,10/16/2015 18:13:58,1,1.07,17.56,29.72,5.26,
4,9/1/2014 4:30:22,337,8/31/2014 21:30:22,10/16/2015 18:14:00,2,1.07,20.27,32.43,4.54,
5,9/1/2014 4:30:24,988,8/31/2014 21:30:24,10/16/2015 18:14:28,1,1.28,18.24,32.43,6.80,
6,9/1/2014 4:30:24,242,8/31/2014 21:30:24,10/16/2015 18:14:32,2,1.21,18.24,29.72,4.75,
7,9/1/2014 4:30:43,381,8/31/2014 21:30:43,10/16/2015 18:16:00,1,1.00,15.54,25.00,-0.12,
8,9/1/2014 4:30:42,706,8/31/2014 21:30:42,10/16/2015 18:16:03,2,1.21,15.54,25.00,5.71,
9,9/1/2014 4:30:41,790,8/31/2014 21:30:41,10/16/2015 18:16:43,1,1.07,14.86,22.97,6.38,
10,9/1/2014 4:30:40,815,8/31/2014 21:30:40,10/16/2015 18:16:46,2,1.00,16.21,23.64,-3.57,
11,9/1/2014 4:30:57,499,8/31/2014 21:30:57,10/16/2015 18:18:08,1,1.14,18.24,28.37,4.56,
12,9/1/2014 4:30:56,324,8/31/2014 21:30:56,10/16/2015 18:18:12,2,1.21,19.59,34.45,5.13,
13,9/1/2014 4:30:59,118,8/31/2014 21:30:59,10/16/2015 18:18:40,1,1.21,19.59,31.08,7.69,
14,9/1/2014 4:30:58,443,8/31/2014 21:30:58,10/16/2015 18:18:43,2,1.00,18.24,29.72,5.88,
15,9/1/2014 4:31:16,403,8/31/2014 21:31:16,10/16/2015 18:19:46,1,1.00,14.18,23.64,9.89,
16,9/1/2014 4:31:15,454,8/31/2014 21:31:15,10/16/2015 18:19:50,2,0.93,14.86,23.64,2.14,
17,9/1/2014 4:31:17,855,8/31/2014 21:31:17,10/16/2015 18:20:12,1,0.93,14.86,25.67,-4.98,
18,9/1/2014 4:31:17,222,8/31/2014 21:31:17,10/16/2015 18:20:15,2,1.00,15.54,25.00,5.81,
19,9/1/2014 4:31:32,775,8/31/2014 21:31:32,10/16/2015 18:20:39,1,1.07,20.27,29.05,4.60,
20,9/1/2014 4:31:31,800,8/31/2014 21:31:31,10/16/2015 18:20:41,2,1.00,19.59,28.37,1.59,
21,9/1/2014 4:31:38,679,8/31/2014 21:31:38,10/16/2015 18:21:04,1,0.93,18.24,26.35,5.38,
22,9/1/2014 4:31:36,830,8/31/2014 21:31:36,10/16/2015 18:21:08,2,1.21,17.56,27.02,6.53,
