"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/23/2014 2:35:02,690,10/22/2014 19:35:02,1/15/2016 19:33:57,1,1.30,14.86,21.23,8.01,
2,10/23/2014 2:35:01,594,10/22/2014 19:35:01,1/15/2016 19:34:01,2,1.66,15.04,22.30,13.75,
3,10/23/2014 2:35:13,581,10/22/2014 19:35:13,1/15/2016 19:35:32,1,16.99,40.56,50.14,11.57,
4,10/23/2014 2:35:14,206,10/22/2014 19:35:14,1/15/2016 19:35:40,2,17.43,39.45,49.04,10.05,
5,10/23/2014 2:35:46,155,10/22/2014 19:35:46,1/15/2016 19:36:09,1,1.51,15.11,22.12,10.45,
6,10/23/2014 2:35:44,882,10/22/2014 19:35:44,1/15/2016 19:36:13,2,1.80,15.48,23.59,12.72,
7,10/23/2014 2:36:25,829,10/22/2014 19:36:25,1/15/2016 19:36:19,1,1.59,15.11,21.75,15.23,
8,10/23/2014 2:36:24,356,10/22/2014 19:36:24,1/15/2016 19:36:22,2,1.73,15.85,24.70,14.34,
9,10/23/2014 2:36:05,433,10/22/2014 19:36:05,1/15/2016 19:36:28,1,10.27,40.19,50.51,17.85,
10,10/23/2014 2:36:05,696,10/22/2014 19:36:05,1/15/2016 19:36:33,2,10.27,39.08,49.77,15.48,
11,10/23/2014 2:37:07,580,10/22/2014 19:37:07,1/15/2016 19:37:36,1,1.22,15.85,24.33,11.40,
12,10/23/2014 2:37:05,978,10/22/2014 19:37:05,1/15/2016 19:37:39,2,1.66,15.11,24.70,12.68,
13,10/23/2014 2:37:47,93,10/22/2014 19:37:47,1/15/2016 19:38:16,1,1.15,15.85,24.33,10.22,
14,10/23/2014 2:37:45,503,10/22/2014 19:37:45,1/15/2016 19:38:18,2,1.59,15.85,24.70,9.70,
15,10/23/2014 2:38:28,910,10/22/2014 19:38:28,1/15/2016 19:38:55,1,1.30,15.11,25.07,8.52,
16,10/23/2014 2:38:27,152,10/22/2014 19:38:27,1/15/2016 19:38:57,2,2.24,15.11,23.59,10.92,
17,10/23/2014 2:39:21,353,10/22/2014 19:39:21,1/15/2016 19:39:57,1,12.36,78.53,87.75,9.06,
18,10/23/2014 2:39:21,682,10/22/2014 19:39:21,1/15/2016 19:40:00,2,11.28,76.69,87.75,6.60,
19,10/23/2014 2:39:34,746,10/22/2014 19:39:34,1/15/2016 19:40:23,1,1.30,15.11,24.33,2.94,
20,10/23/2014 2:39:32,638,10/22/2014 19:39:32,1/15/2016 19:40:28,2,1.59,15.48,23.59,8.93,
21,10/23/2014 2:40:08,949,10/22/2014 19:40:08,1/15/2016 19:40:57,1,5.42,42.77,49.77,17.16,
22,10/23/2014 2:40:09,201,10/22/2014 19:40:09,1/15/2016 19:41:01,2,5.42,42.03,49.77,18.62,
23,10/23/2014 2:40:48,599,10/22/2014 19:40:48,1/15/2016 19:41:24,1,1.44,14.01,23.23,13.45,
24,10/23/2014 2:40:47,788,10/22/2014 19:40:47,1/15/2016 19:41:28,2,1.59,15.85,23.23,8.29,
25,10/23/2014 2:41:02,609,10/22/2014 19:41:02,1/15/2016 19:41:49,1,13.59,40.19,49.41,9.38,
26,10/23/2014 2:41:02,972,10/22/2014 19:41:02,1/15/2016 19:41:52,2,13.96,41.29,49.41,12.58,
27,10/23/2014 2:41:30,235,10/22/2014 19:41:30,1/15/2016 19:42:17,1,1.44,14.74,22.86,15.38,
28,10/23/2014 2:41:29,312,10/22/2014 19:41:29,1/15/2016 19:42:20,2,1.51,15.48,23.96,5.15,
29,10/23/2014 2:42:08,346,10/22/2014 19:42:08,1/15/2016 19:42:55,1,1.30,15.22,23.71,7.59,
30,10/23/2014 2:42:06,850,10/22/2014 19:42:06,1/15/2016 19:42:58,2,1.88,15.39,21.06,2.53,
31,10/23/2014 2:42:30,555,10/22/2014 19:42:30,1/15/2016 19:43:08,1,9.98,78.53,89.23,7.58,
32,10/23/2014 2:42:31,6,10/22/2014 19:42:31,1/15/2016 19:43:10,2,9.54,78.53,88.49,6.99,
33,10/23/2014 2:43:17,875,10/22/2014 19:43:17,1/15/2016 19:43:51,1,11.71,40.56,49.41,12.86,
34,10/23/2014 2:43:18,204,10/22/2014 19:43:18,1/15/2016 19:43:53,2,10.12,40.92,50.14,9.79,
35,10/23/2014 2:43:21,700,10/22/2014 19:43:21,1/15/2016 19:44:27,1,1.37,16.28,23.00,16.43,
36,10/23/2014 2:43:20,293,10/22/2014 19:43:20,1/15/2016 19:44:29,2,1.59,15.75,20.70,15.35,
37,10/23/2014 2:44:04,261,10/22/2014 19:44:04,1/15/2016 19:45:02,1,1.22,15.48,24.33,11.71,
38,10/23/2014 2:44:02,821,10/22/2014 19:44:02,1/15/2016 19:45:04,2,1.88,15.11,23.23,14.90,
39,10/23/2014 2:45:10,553,10/22/2014 19:45:10,1/15/2016 19:45:37,1,11.06,75.95,84.07,-0.10,
40,10/23/2014 2:45:11,478,10/22/2014 19:45:11,1/15/2016 19:45:41,2,10.77,76.69,85.54,1.29,
41,10/23/2014 2:45:27,202,10/22/2014 19:45:27,1/15/2016 19:46:09,1,0.94,15.48,24.33,6.50,
42,10/23/2014 2:45:25,940,10/22/2014 19:45:25,1/15/2016 19:46:12,2,1.08,15.85,24.33,5.30,
43,10/23/2014 2:45:28,155,10/22/2014 19:45:28,1/15/2016 19:46:14,1,1.15,14.74,24.33,4.61,
44,10/23/2014 2:45:27,32,10/22/2014 19:45:27,1/15/2016 19:46:17,2,1.08,15.85,23.96,6.82,
45,10/23/2014 2:45:54,218,10/22/2014 19:45:54,1/15/2016 19:47:11,1,17.64,40.92,49.04,9.90,
46,10/23/2014 2:45:56,411,10/22/2014 19:45:56,1/15/2016 19:47:14,2,16.63,40.92,49.77,8.53,
47,10/23/2014 2:46:08,315,10/22/2014 19:46:08,1/15/2016 19:47:34,1,1.30,16.14,23.87,15.15,
