"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/23/2014 2:05:42,784,10/22/2014 19:05:42,1/6/2016 22:00:14,1,13.23,40.32,50.95,6.61,
2,10/23/2014 2:05:43,85,10/22/2014 19:05:43,1/6/2016 22:00:18,2,13.52,40.32,51.68,15.16,
3,10/23/2014 2:06:02,775,10/22/2014 19:06:02,1/6/2016 22:01:07,1,1.37,15.65,21.46,11.79,
4,10/23/2014 2:06:00,628,10/22/2014 19:06:00,1/6/2016 22:01:12,2,1.73,16.71,22.69,12.94,
5,10/23/2014 2:06:04,462,10/22/2014 19:06:04,1/6/2016 22:01:15,1,1.51,15.30,22.17,0.46,
6,10/23/2014 2:06:02,548,10/22/2014 19:06:02,1/6/2016 22:01:18,2,1.15,15.83,21.81,-0.26,
7,10/23/2014 2:07:16,284,10/22/2014 19:07:16,1/6/2016 22:02:20,1,15.47,76.97,84.31,17.18,
8,10/23/2014 2:07:22,260,10/22/2014 19:07:22,1/6/2016 22:02:51,1,1.37,15.65,22.69,8.83,
9,10/23/2014 2:07:20,324,10/22/2014 19:07:20,1/6/2016 22:02:54,2,1.51,15.48,23.04,8.35,
10,10/23/2014 2:07:23,991,10/22/2014 19:07:23,1/6/2016 22:02:56,1,1.37,16.71,23.22,0.80,
11,10/23/2014 2:07:21,855,10/22/2014 19:07:21,1/6/2016 22:02:58,2,1.44,15.83,23.04,-3.67,
12,10/23/2014 2:08:05,43,10/22/2014 19:08:05,1/6/2016 22:03:44,1,15.33,40.68,49.48,6.72,
13,10/23/2014 2:08:05,66,10/22/2014 19:08:05,1/6/2016 22:03:47,2,16.13,39.95,50.21,19.25,
14,10/23/2014 2:08:04,865,10/22/2014 19:08:04,1/6/2016 22:05:04,1,15.69,39.95,49.48,7.88,
15,10/23/2014 2:08:05,48,10/22/2014 19:08:05,1/6/2016 22:05:08,2,15.98,39.22,50.21,19.30,
16,10/23/2014 2:08:44,815,10/22/2014 19:08:44,1/6/2016 22:06:02,1,1.22,15.39,23.82,2.97,
17,10/23/2014 2:08:44,75,10/22/2014 19:08:44,1/6/2016 22:06:05,2,1.44,17.22,24.92,3.56,
18,10/23/2014 2:08:56,158,10/22/2014 19:08:56,1/6/2016 22:07:11,1,17.50,39.58,49.48,9.73,
19,10/23/2014 2:08:56,587,10/22/2014 19:08:56,1/6/2016 22:07:18,2,16.13,41.42,50.95,19.50,
20,10/23/2014 2:09:23,369,10/22/2014 19:09:23,1/6/2016 22:07:41,1,1.37,15.76,23.82,4.80,
21,10/23/2014 2:10:00,658,10/22/2014 19:10:00,1/6/2016 22:08:16,1,1.30,15.83,21.81,5.11,
22,10/23/2014 2:09:59,156,10/22/2014 19:09:59,1/6/2016 22:08:19,2,1.22,16.36,21.81,3.42,
23,10/23/2014 2:10:02,573,10/22/2014 19:10:02,1/6/2016 22:08:22,1,1.51,15.30,22.69,2.42,
24,10/23/2014 2:10:01,577,10/22/2014 19:10:01,1/6/2016 22:08:24,2,1.73,15.65,21.64,1.71,
25,10/23/2014 2:10:16,643,10/22/2014 19:10:16,1/6/2016 22:09:04,1,8.17,78.07,86.51,5.42,
