"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/2/2014 3:10:15,952,10/1/2014 20:10:15,11/24/2015 23:42:52,1,0.86,16.39,21.62,1.33,
2,10/2/2014 3:10:50,450,10/1/2014 20:10:50,11/24/2015 23:42:56,1,1.15,16.56,21.62,6.55,
3,10/2/2014 3:14:23,333,10/1/2014 20:14:23,11/24/2015 23:47:33,1,1.22,15.69,24.24,4.48,
4,10/2/2014 3:26:02,636,10/1/2014 20:26:02,11/25/2015 0:00:26,1,3.61,59.59,73.76,15.48,"noise                                             "
5,10/2/2014 3:26:16,961,10/1/2014 20:26:16,11/25/2015 0:00:37,1,1.88,41.78,68.67,19.29,"noise                                             "
6,10/2/2014 3:28:07,547,10/1/2014 20:28:07,11/25/2015 0:02:24,1,3.97,27.97,48.32,16.55,"noise                                             "
7,10/2/2014 3:40:58,670,10/1/2014 20:40:58,11/25/2015 0:09:08,1,1.66,38.88,57.41,14.46,"noise                                             "
8,10/2/2014 3:41:02,685,10/1/2014 20:41:02,11/25/2015 0:09:13,1,4.41,25.43,47.96,17.81,"noise                                             "
9,10/2/2014 3:41:11,829,10/1/2014 20:41:11,11/25/2015 0:09:18,1,0.94,28.70,42.87,18.28,"noise                                             "
10,10/2/2014 3:51:54,336,10/1/2014 20:51:54,11/25/2015 0:14:31,1,1.59,42.87,59.59,19.74,"noise                                             "
11,10/2/2014 3:53:39,807,10/1/2014 20:53:39,11/25/2015 0:15:59,1,1.15,16.74,22.84,4.59,
12,10/2/2014 3:55:08,394,10/1/2014 20:55:08,11/25/2015 0:16:40,1,2.96,38.88,63.22,15.63,"noise                                             "
13,10/2/2014 3:55:15,894,10/1/2014 20:55:15,11/25/2015 0:16:49,1,1.30,37.79,51.59,16.15,"noise                                             "
14,10/2/2014 3:58:47,260,10/1/2014 20:58:47,11/25/2015 0:18:34,1,1.80,16.35,33.06,19.71,"noise                                             "
15,10/2/2014 4:11:44,965,10/1/2014 21:11:44,11/25/2015 0:25:41,1,1.22,16.56,22.70,5.05,
16,10/2/2014 4:21:49,970,10/1/2014 21:21:49,11/25/2015 0:30:36,2,2.09,78.48,102.47,-2.82,"noise                                             "
17,10/2/2014 4:21:54,135,10/1/2014 21:21:54,11/25/2015 0:30:42,2,5.06,73.03,103.92,9.58,"noise                                             "
18,10/2/2014 4:22:05,816,10/1/2014 21:22:05,11/25/2015 0:30:46,2,2.31,74.12,101.38,10.16,"noise                                             "
