"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/16/2014 2:57:41,331,10/15/2014 19:57:41,1/4/2016 18:43:54,1,1.44,15.17,23.11,9.04,
2,10/16/2014 2:57:40,91,10/15/2014 19:57:40,1/4/2016 18:43:58,2,2.09,15.35,23.29,14.75,
3,10/16/2014 2:58:19,873,10/15/2014 19:58:19,1/4/2016 18:44:48,1,1.30,15.17,23.11,9.72,
4,10/16/2014 2:58:18,738,10/15/2014 19:58:18,1/4/2016 18:44:52,2,1.73,15.17,23.29,11.15,
5,10/16/2014 2:57:55,871,10/15/2014 19:57:55,1/4/2016 18:45:04,1,9.54,41.91,49.26,5.69,
6,10/16/2014 2:57:58,665,10/15/2014 19:57:58,1/4/2016 18:45:08,2,3.39,43.01,48.89,8.62,
7,10/16/2014 2:58:22,652,10/15/2014 19:58:22,1/4/2016 18:45:13,1,18.80,40.44,50.00,3.24,
8,10/16/2014 2:58:21,757,10/15/2014 19:58:21,1/4/2016 18:45:17,2,16.49,41.17,46.69,1.88,
9,10/16/2014 2:59:16,393,10/15/2014 19:59:16,1/4/2016 18:46:33,1,19.67,39.70,49.26,5.82,
10,10/16/2014 2:59:15,314,10/15/2014 19:59:15,1/4/2016 18:46:37,2,16.70,40.07,50.00,2.52,
