"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/7/2014 3:38:07,867,9/6/2014 20:38:07,10/26/2015 17:33:44,1,12.00,38.51,52.02,12.46,
2,9/7/2014 3:38:07,885,9/6/2014 20:38:07,10/26/2015 17:33:50,2,9.76,40.54,52.02,9.51,
3,9/7/2014 3:38:50,229,9/6/2014 20:38:50,10/26/2015 17:34:50,1,9.54,41.89,54.05,12.60,
4,9/7/2014 3:38:50,90,9/6/2014 20:38:50,10/26/2015 17:34:54,2,9.25,40.54,53.37,10.75,
5,9/7/2014 3:39:16,834,9/6/2014 20:39:16,10/26/2015 17:35:55,1,5.64,40.54,51.35,2.17,
6,9/7/2014 3:39:17,62,9/6/2014 20:39:17,10/26/2015 17:36:00,2,5.35,41.89,51.35,6.94,
7,9/7/2014 3:39:34,212,9/6/2014 20:39:34,10/26/2015 17:36:39,1,8.46,41.21,57.43,7.17,
8,9/7/2014 3:39:34,435,9/6/2014 20:39:34,10/26/2015 17:36:44,2,7.73,40.54,57.43,7.11,
9,9/7/2014 3:40:10,17,9/6/2014 20:40:10,10/26/2015 17:37:42,1,8.10,39.18,51.35,1.89,
10,9/7/2014 3:40:10,307,9/6/2014 20:40:10,10/26/2015 17:37:47,2,8.60,39.18,51.35,2.23,
11,9/7/2014 3:41:14,465,9/6/2014 20:41:14,10/26/2015 17:39:33,1,6.22,40.54,49.32,2.94,
12,9/7/2014 3:41:14,766,9/6/2014 20:41:14,10/26/2015 17:39:37,2,4.62,40.54,51.35,3.69,
13,9/7/2014 3:42:10,341,9/6/2014 20:42:10,10/26/2015 17:41:56,1,9.62,39.18,54.05,8.77,
14,9/7/2014 3:42:10,320,9/6/2014 20:42:10,10/26/2015 17:42:00,2,7.37,39.86,56.08,6.01,
15,9/7/2014 3:42:55,108,9/6/2014 20:42:55,10/26/2015 17:42:46,1,8.31,42.56,55.40,9.99,
16,9/7/2014 3:42:54,714,9/6/2014 20:42:54,10/26/2015 17:42:49,2,8.17,43.24,56.08,11.01,
17,9/7/2014 3:55:03,961,9/6/2014 20:55:03,10/26/2015 18:03:46,2,1.01,4.05,117.56,22.92,"noise                                             "
18,9/7/2014 3:55:13,606,9/6/2014 20:55:13,10/26/2015 18:03:56,2,1.30,12.16,122.29,9.69,"noise                                             "
19,9/7/2014 3:55:20,502,9/6/2014 20:55:20,10/26/2015 18:04:07,2,1.66,5.40,45.94,13.05,"noise                                             "
20,9/7/2014 3:56:08,193,9/6/2014 20:56:08,10/26/2015 18:05:11,1,1.01,18.24,28.37,1.24,
21,9/7/2014 3:56:09,128,9/6/2014 20:56:09,10/26/2015 18:05:15,2,1.15,18.91,31.75,7.74,
22,9/7/2014 3:57:00,82,9/6/2014 20:57:00,10/26/2015 18:06:26,1,8.75,39.86,51.35,10.64,
23,9/7/2014 3:56:59,955,9/6/2014 20:56:59,10/26/2015 18:06:31,2,9.62,38.51,53.37,12.19,
24,9/7/2014 3:57:45,376,9/6/2014 20:57:45,10/26/2015 18:07:08,1,10.56,37.16,52.70,2.48,
25,9/7/2014 3:57:45,94,9/6/2014 20:57:45,10/26/2015 18:07:12,2,6.94,41.21,54.72,9.15,
26,9/7/2014 3:58:32,631,9/6/2014 20:58:32,10/26/2015 18:08:11,1,7.59,43.91,52.70,7.62,
27,9/7/2014 3:58:32,732,9/6/2014 20:58:32,10/26/2015 18:08:16,2,7.73,43.24,52.02,11.91,
28,9/7/2014 3:59:12,863,9/6/2014 20:59:12,10/26/2015 18:08:56,1,3.90,40.54,49.32,6.11,
29,9/7/2014 3:59:12,892,9/6/2014 20:59:12,10/26/2015 18:09:00,2,3.47,41.89,50.67,1.60,
30,9/7/2014 3:59:17,730,9/6/2014 20:59:17,10/26/2015 18:09:32,1,6.87,44.59,56.08,9.02,
31,9/7/2014 3:59:17,764,9/6/2014 20:59:17,10/26/2015 18:09:36,2,7.59,43.91,54.72,10.77,
32,9/7/2014 3:58:59,276,9/6/2014 20:58:59,10/26/2015 18:10:22,1,1.01,14.18,22.29,3.39,
33,9/7/2014 3:58:59,410,9/6/2014 20:58:59,10/26/2015 18:10:25,2,0.94,16.89,24.32,-3.95,
34,9/7/2014 3:59:31,443,9/6/2014 20:59:31,10/26/2015 18:11:11,1,1.15,14.18,22.29,8.80,
35,9/7/2014 3:59:31,866,9/6/2014 20:59:31,10/26/2015 18:11:15,2,0.86,16.21,23.64,-0.17,
36,9/7/2014 4:00:15,557,9/6/2014 21:00:15,10/26/2015 18:21:55,1,7.66,39.86,52.70,6.30,
37,9/7/2014 4:00:14,928,9/6/2014 21:00:14,10/26/2015 18:21:58,2,4.91,40.54,51.35,9.54,
38,9/7/2014 4:00:22,852,9/6/2014 21:00:22,10/26/2015 18:23:22,1,0.79,16.21,22.97,3.58,
39,9/7/2014 4:00:23,325,9/6/2014 21:00:23,10/26/2015 18:23:26,2,0.72,14.86,22.97,-2.63,
40,9/7/2014 4:00:31,82,9/6/2014 21:00:31,10/26/2015 18:24:18,1,1.08,16.89,27.02,7.42,
41,9/7/2014 4:00:30,598,9/6/2014 21:00:30,10/26/2015 18:24:23,2,0.86,20.27,27.02,2.79,
42,9/7/2014 4:00:32,6,9/6/2014 21:00:32,10/26/2015 18:24:45,1,1.01,18.91,29.05,3.25,
43,9/7/2014 4:00:31,467,9/6/2014 21:00:31,10/26/2015 18:24:48,2,0.72,18.91,27.70,5.59,
44,9/7/2014 4:00:55,47,9/6/2014 21:00:55,10/26/2015 18:25:15,1,1.01,14.18,22.97,4.81,
45,9/7/2014 4:00:55,559,9/6/2014 21:00:55,10/26/2015 18:25:21,2,0.86,14.86,22.29,3.53,
46,9/7/2014 4:01:29,25,9/6/2014 21:01:29,10/26/2015 18:26:07,1,0.86,15.54,22.97,0.93,
47,9/7/2014 4:01:29,382,9/6/2014 21:01:29,10/26/2015 18:26:10,2,0.79,14.86,25.00,2.31,
48,9/7/2014 4:01:44,855,9/6/2014 21:01:44,10/26/2015 18:26:37,1,0.86,18.91,27.70,-0.27,
49,9/7/2014 4:01:44,911,9/6/2014 21:01:44,10/26/2015 18:26:43,2,1.08,19.59,33.10,3.14,
50,9/7/2014 4:01:57,910,9/6/2014 21:01:57,10/26/2015 18:27:16,1,0.86,21.62,33.10,-0.80,
51,9/7/2014 4:01:57,743,9/6/2014 21:01:57,10/26/2015 18:27:19,2,0.94,20.27,29.72,1.57,
52,9/7/2014 4:02:03,731,9/6/2014 21:02:03,10/26/2015 18:27:39,1,1.01,15.54,23.64,-1.25,
53,9/7/2014 4:02:04,210,9/6/2014 21:02:04,10/26/2015 18:27:42,2,0.94,16.21,24.32,2.12,
54,9/7/2014 4:02:11,829,9/6/2014 21:02:11,10/26/2015 18:28:10,2,0.86,20.27,30.40,1.00,
55,9/7/2014 4:02:10,444,9/6/2014 21:02:10,10/26/2015 18:28:19,2,0.72,19.59,28.37,-2.00,
56,9/7/2014 4:02:11,685,9/6/2014 21:02:11,10/26/2015 18:28:35,2,1.01,19.59,29.72,0.81,
57,9/7/2014 4:02:19,454,9/6/2014 21:02:19,10/26/2015 18:28:51,1,0.94,18.24,26.35,4.49,
58,9/7/2014 4:02:19,359,9/6/2014 21:02:19,10/26/2015 18:28:56,2,0.94,20.94,32.43,5.05,
59,9/7/2014 4:01:04,630,9/6/2014 21:01:04,10/26/2015 18:29:27,1,18.87,39.86,51.35,3.65,
60,9/7/2014 4:01:05,431,9/6/2014 21:01:05,10/26/2015 18:29:31,2,16.70,41.21,48.64,1.83,
61,9/7/2014 4:02:00,550,9/6/2014 21:02:00,10/26/2015 18:29:58,1,19.45,39.18,51.35,3.56,
62,9/7/2014 4:02:00,828,9/6/2014 21:02:00,10/26/2015 18:30:01,2,20.54,40.54,52.02,1.97,
63,9/7/2014 4:02:47,500,9/6/2014 21:02:47,10/26/2015 18:33:56,1,14.90,40.54,50.67,4.61,
64,9/7/2014 4:02:49,241,9/6/2014 21:02:49,10/26/2015 18:33:59,2,13.09,41.89,51.35,5.47,
65,9/7/2014 4:03:05,328,9/6/2014 21:03:05,10/26/2015 18:34:32,1,8.82,40.54,53.37,6.27,
66,9/7/2014 4:03:04,900,9/6/2014 21:03:04,10/26/2015 18:34:35,2,9.04,41.21,52.70,6.88,
67,9/7/2014 4:03:15,696,9/6/2014 21:03:15,10/26/2015 18:35:20,1,16.27,39.86,50.00,-3.26,
68,9/7/2014 4:03:15,1,9/6/2014 21:03:15,10/26/2015 18:35:23,2,15.76,40.54,50.00,-4.49,
69,9/7/2014 4:03:51,712,9/6/2014 21:03:51,10/26/2015 18:36:10,1,5.56,39.86,53.37,2.91,
70,9/7/2014 4:03:49,821,9/6/2014 21:03:49,10/26/2015 18:36:14,2,6.65,41.21,54.72,7.89,
71,9/7/2014 4:04:02,160,9/6/2014 21:04:02,10/26/2015 18:36:47,1,5.85,41.21,50.67,3.36,
72,9/7/2014 4:04:02,889,9/6/2014 21:04:02,10/26/2015 18:36:52,2,10.84,41.89,51.35,0.12,
73,9/7/2014 4:05:01,835,9/6/2014 21:05:01,10/26/2015 18:39:36,1,6.29,39.86,54.05,7.36,
74,9/7/2014 4:05:00,345,9/6/2014 21:05:00,10/26/2015 18:39:40,2,6.58,41.89,53.37,7.89,
75,9/7/2014 4:05:11,487,9/6/2014 21:05:11,10/26/2015 18:40:23,1,7.37,41.21,49.32,5.64,
76,9/7/2014 4:05:10,786,9/6/2014 21:05:10,10/26/2015 18:40:25,2,6.43,41.21,50.67,5.69,
77,9/7/2014 4:05:43,14,9/6/2014 21:05:43,10/26/2015 18:40:54,1,7.16,41.89,54.05,3.41,
78,9/7/2014 4:05:42,513,9/6/2014 21:05:42,10/26/2015 18:40:57,2,5.78,43.91,54.05,11.73,
79,9/7/2014 4:05:58,249,9/6/2014 21:05:58,10/26/2015 18:41:26,1,7.52,39.86,50.67,2.06,
80,9/7/2014 4:05:57,442,9/6/2014 21:05:57,10/26/2015 18:41:28,2,7.59,39.18,51.35,4.05,
81,9/7/2014 4:06:40,482,9/6/2014 21:06:40,10/26/2015 18:53:02,1,5.71,27.02,37.83,7.48,
82,9/7/2014 4:06:40,270,9/6/2014 21:06:40,10/26/2015 18:53:05,2,2.45,41.89,52.70,5.44,
83,9/7/2014 4:06:40,436,9/6/2014 21:06:40,10/26/2015 18:55:40,1,6.29,41.89,52.70,3.08,
84,9/7/2014 4:06:51,214,9/6/2014 21:06:51,10/26/2015 18:56:34,1,2.38,42.56,52.02,1.85,
85,9/7/2014 4:06:50,891,9/6/2014 21:06:50,10/26/2015 18:56:36,2,1.88,44.59,56.08,9.35,
86,9/7/2014 4:07:29,389,9/6/2014 21:07:29,10/26/2015 18:57:02,1,1.95,39.18,52.02,-0.71,
87,9/7/2014 4:07:29,411,9/6/2014 21:07:29,10/26/2015 18:57:05,2,1.95,42.56,53.37,5.42,
88,9/7/2014 4:07:32,772,9/6/2014 21:07:32,10/26/2015 18:57:31,1,2.82,44.59,55.40,9.07,
89,9/7/2014 4:07:32,288,9/6/2014 21:07:32,10/26/2015 18:57:33,2,2.16,43.24,55.40,9.16,
90,9/7/2014 4:07:59,670,9/6/2014 21:07:59,10/26/2015 18:58:32,1,0.94,19.59,28.37,2.97,
91,9/7/2014 4:07:59,926,9/6/2014 21:07:59,10/26/2015 18:58:34,2,0.86,19.59,31.08,0.63,
92,9/7/2014 4:42:37,348,9/6/2014 21:42:37,10/26/2015 21:10:36,1,4.26,18.24,103.37,13.49,"noise                                             "
93,9/7/2014 4:42:44,885,9/6/2014 21:42:44,10/26/2015 21:10:42,1,3.90,33.10,100.00,11.08,
94,9/7/2014 4:42:44,942,9/6/2014 21:42:44,10/26/2015 21:10:51,1,4.19,22.97,97.29,12.02,"noise                                             "
95,9/7/2014 4:42:52,978,9/6/2014 21:42:52,10/26/2015 21:10:58,1,2.24,20.94,97.29,7.76,"noise                                             "
96,9/7/2014 4:43:45,634,9/6/2014 21:43:45,10/26/2015 21:11:51,1,1.15,18.24,27.02,1.29,
97,9/7/2014 4:43:44,833,9/6/2014 21:43:44,10/26/2015 21:11:56,2,0.94,21.62,33.10,-7.20,
98,9/7/2014 4:44:06,130,9/6/2014 21:44:06,10/26/2015 21:12:59,1,0.94,17.56,26.35,2.57,
99,9/7/2014 4:44:06,52,9/6/2014 21:44:06,10/26/2015 21:13:02,2,0.86,25.67,34.45,-8.12,
100,9/7/2014 4:44:07,774,9/6/2014 21:44:07,10/26/2015 21:13:43,1,14.03,39.86,52.02,5.51,
101,9/7/2014 4:44:08,130,9/6/2014 21:44:08,10/26/2015 21:13:47,2,9.83,40.54,54.72,8.75,
102,9/7/2014 4:44:51,459,9/6/2014 21:44:51,10/26/2015 21:15:37,1,7.16,41.89,49.32,4.95,
103,9/7/2014 4:44:51,432,9/6/2014 21:44:51,10/26/2015 21:15:41,2,6.65,43.24,55.40,9.61,
