"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,12/6/2014 1:27:39,994,12/5/2014 17:27:39,2/19/2016 19:42:59,1,16.92,40.44,50.73,11.18,
2,12/6/2014 1:28:30,941,12/5/2014 17:28:30,2/19/2016 19:43:16,1,17.14,38.60,51.10,10.25,
3,12/6/2014 1:30:45,874,12/5/2014 17:30:45,2/19/2016 19:44:35,1,16.56,37.13,51.47,7.35,
4,12/6/2014 1:30:59,162,12/5/2014 17:30:59,2/19/2016 19:44:39,2,4.48,39.70,45.95,5.60,
5,12/6/2014 1:32:49,581,12/5/2014 17:32:49,2/19/2016 19:45:43,1,16.99,38.23,51.10,6.87,
6,12/6/2014 1:32:53,607,12/5/2014 17:32:53,2/19/2016 19:45:49,2,13.59,39.70,49.26,2.85,
7,12/6/2014 1:35:07,936,12/5/2014 17:35:07,2/19/2016 19:46:52,1,17.07,38.97,50.73,7.74,
8,12/6/2014 1:35:08,788,12/5/2014 17:35:08,2/19/2016 19:46:56,2,16.92,39.70,50.36,4.90,
9,12/6/2014 1:35:57,77,12/5/2014 17:35:57,2/19/2016 19:47:17,1,15.98,40.44,51.83,6.65,
10,12/6/2014 1:35:57,941,12/5/2014 17:35:57,2/19/2016 19:47:20,2,16.85,40.07,51.47,2.45,
11,12/6/2014 1:36:46,62,12/5/2014 17:36:46,2/19/2016 19:47:41,1,18.01,38.60,51.47,10.57,
12,12/6/2014 1:36:47,31,12/5/2014 17:36:47,2/19/2016 19:47:44,2,16.70,38.97,50.00,0.29,
13,12/6/2014 1:42:24,59,12/5/2014 17:42:24,2/19/2016 19:50:28,1,17.50,39.70,52.20,9.32,
14,12/6/2014 1:42:24,995,12/5/2014 17:42:24,2/19/2016 19:50:31,2,16.63,38.97,51.83,7.70,
15,12/6/2014 1:43:14,819,12/5/2014 17:43:14,2/19/2016 19:50:52,1,16.34,39.70,52.20,9.00,
16,12/6/2014 1:43:14,910,12/5/2014 17:43:14,2/19/2016 19:50:55,2,17.28,40.80,51.83,7.00,
17,12/6/2014 1:45:19,376,12/5/2014 17:45:19,2/19/2016 19:51:57,1,17.35,38.23,51.83,5.90,
18,12/6/2014 1:45:19,678,12/5/2014 17:45:19,2/19/2016 19:52:00,2,17.28,39.33,51.83,3.58,
19,12/6/2014 1:47:25,628,12/5/2014 17:47:25,2/19/2016 19:52:58,1,16.56,38.60,52.94,5.54,
20,12/6/2014 1:47:26,230,12/5/2014 17:47:26,2/19/2016 19:53:01,2,8.53,42.64,51.47,5.56,
21,12/6/2014 1:49:32,826,12/5/2014 17:49:32,2/19/2016 19:54:00,1,17.64,38.60,52.20,10.59,
22,12/6/2014 1:49:36,333,12/5/2014 17:49:36,2/19/2016 19:54:03,2,14.75,40.07,50.00,1.02,
23,12/6/2014 1:52:00,990,12/5/2014 17:52:00,2/19/2016 19:55:16,1,16.78,38.60,52.20,7.82,
24,12/6/2014 1:52:16,443,12/5/2014 17:52:16,2/19/2016 19:55:19,2,2.82,39.70,46.32,6.14,
25,12/6/2014 1:54:24,638,12/5/2014 17:54:24,2/19/2016 19:56:24,1,16.20,39.70,52.94,9.47,
26,12/6/2014 1:54:25,441,12/5/2014 17:54:25,2/19/2016 19:56:27,2,16.56,39.33,51.10,4.59,
27,12/6/2014 1:56:31,631,12/5/2014 17:56:31,2/19/2016 19:57:27,1,17.35,39.70,52.20,7.07,
28,12/6/2014 1:56:32,100,12/5/2014 17:56:32,2/19/2016 19:57:30,2,17.57,38.97,52.20,8.29,
29,12/6/2014 1:59:12,882,12/5/2014 17:59:12,2/19/2016 19:58:58,1,16.99,40.07,51.47,8.10,
30,12/6/2014 1:59:13,445,12/5/2014 17:59:13,2/19/2016 19:59:00,2,17.57,39.70,50.73,7.74,
31,12/6/2014 2:00:01,949,12/5/2014 18:00:01,2/19/2016 19:59:18,1,17.93,37.86,51.47,8.31,
