"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/16/2014 2:16:21,722,10/15/2014 19:16:21,12/31/2015 17:30:40,1,1.80,15.20,23.80,9.95,
2,10/16/2014 2:16:20,399,10/15/2014 19:16:20,12/31/2015 17:30:46,2,1.30,13.71,23.80,13.61,
3,10/16/2014 2:16:21,704,10/15/2014 19:16:21,12/31/2015 17:30:58,1,20.61,40.28,49.93,10.81,
4,10/16/2014 2:16:26,172,10/15/2014 19:16:26,12/31/2015 17:31:01,2,19.38,41.32,47.52,10.98,
5,10/16/2014 2:16:55,800,10/15/2014 19:16:55,12/31/2015 17:32:26,1,14.90,40.97,46.83,5.05,
6,10/16/2014 2:16:55,250,10/15/2014 19:16:55,12/31/2015 17:32:32,2,17.72,40.28,48.55,0.12,
7,10/16/2014 2:17:16,406,10/15/2014 19:17:16,12/31/2015 17:33:08,1,6.07,41.66,48.20,0.54,
8,10/16/2014 2:17:19,472,10/15/2014 19:17:19,12/31/2015 17:33:11,2,4.26,42.01,47.52,4.61,
9,10/16/2014 2:17:33,916,10/15/2014 19:17:33,12/31/2015 17:34:44,1,14.24,40.28,48.55,-0.19,
10,10/16/2014 2:17:31,78,10/15/2014 19:17:31,12/31/2015 17:34:50,2,18.66,39.94,50.27,2.41,
11,10/16/2014 2:17:52,669,10/15/2014 19:17:52,12/31/2015 17:35:21,1,15.04,40.97,48.20,1.58,
12,10/16/2014 2:17:52,330,10/15/2014 19:17:52,12/31/2015 17:35:24,2,15.33,39.94,47.52,3.80,
13,10/16/2014 2:18:32,448,10/15/2014 19:18:32,12/31/2015 17:36:28,1,1.22,14.21,22.80,16.18,
14,10/16/2014 2:18:30,551,10/15/2014 19:18:30,12/31/2015 17:36:31,2,1.37,15.37,22.64,15.25,
15,10/16/2014 2:18:31,950,10/15/2014 19:18:31,12/31/2015 17:36:55,1,1.80,14.38,23.63,14.95,
16,10/16/2014 2:18:30,559,10/15/2014 19:18:30,12/31/2015 17:36:58,2,2.31,14.38,22.64,19.23,
17,10/16/2014 2:19:11,258,10/15/2014 19:19:11,12/31/2015 17:37:22,1,1.66,14.54,20.66,24.99,
18,10/16/2014 2:19:09,572,10/15/2014 19:19:09,12/31/2015 17:37:24,2,1.51,14.87,22.47,15.72,
19,10/16/2014 2:18:19,374,10/15/2014 19:18:19,12/31/2015 17:37:30,1,20.39,40.66,47.10,5.93,
20,10/16/2014 2:18:20,58,10/15/2014 19:18:20,12/31/2015 17:37:33,2,18.08,40.66,47.27,5.41,
21,10/16/2014 2:18:44,251,10/15/2014 19:18:44,12/31/2015 17:37:35,1,19.16,39.00,47.76,-2.78,
22,10/16/2014 2:18:46,4,10/15/2014 19:18:46,12/31/2015 17:37:38,2,16.85,40.33,47.10,2.76,
23,10/16/2014 2:19:15,768,10/15/2014 19:19:15,12/31/2015 17:37:54,1,15.18,39.94,49.93,9.28,
24,10/16/2014 2:19:14,461,10/15/2014 19:19:14,12/31/2015 17:37:57,2,14.39,41.66,49.24,13.34,
25,10/16/2014 2:19:37,266,10/15/2014 19:19:37,12/31/2015 17:39:54,1,8.31,42.69,48.89,7.44,
26,10/16/2014 2:19:38,207,10/15/2014 19:19:38,12/31/2015 17:39:58,2,4.05,43.04,47.86,14.71,
27,10/16/2014 2:19:50,740,10/15/2014 19:19:50,12/31/2015 17:40:27,1,1.30,14.71,22.14,10.89,
28,10/16/2014 2:19:48,510,10/15/2014 19:19:48,12/31/2015 17:40:32,2,1.51,13.88,22.47,9.07,
29,10/16/2014 2:19:59,830,10/15/2014 19:19:59,12/31/2015 17:41:01,1,18.87,39.60,49.24,4.00,
30,10/16/2014 2:19:58,729,10/15/2014 19:19:58,12/31/2015 17:41:04,2,19.16,39.94,49.24,7.46,
31,10/16/2014 2:20:30,124,10/15/2014 19:20:30,12/31/2015 17:41:30,1,1.66,14.87,24.13,14.89,
32,10/16/2014 2:20:28,372,10/15/2014 19:20:28,12/31/2015 17:41:33,2,1.73,14.87,23.96,7.37,
33,10/16/2014 2:20:56,58,10/15/2014 19:20:56,12/31/2015 17:42:19,1,8.31,78.85,86.08,3.07,
34,10/16/2014 2:20:55,351,10/15/2014 19:20:55,12/31/2015 17:42:22,2,9.25,79.88,87.80,5.05,
35,10/16/2014 2:20:51,279,10/15/2014 19:20:51,12/31/2015 17:42:27,1,15.76,41.66,49.58,3.19,
36,10/16/2014 2:20:51,335,10/15/2014 19:20:51,12/31/2015 17:42:30,2,17.86,40.63,48.89,2.67,
37,10/16/2014 2:21:12,113,10/15/2014 19:21:12,12/31/2015 17:42:43,1,1.59,14.54,23.63,13.30,
38,10/16/2014 2:21:10,360,10/15/2014 19:21:10,12/31/2015 17:42:46,2,2.02,15.04,22.80,19.77,
39,10/16/2014 2:21:28,284,10/15/2014 19:21:28,12/31/2015 17:43:55,1,6.50,42.35,50.61,5.75,
40,10/16/2014 2:21:29,24,10/15/2014 19:21:29,12/31/2015 17:43:57,2,5.56,42.35,47.86,6.86,
41,10/16/2014 2:21:43,291,10/15/2014 19:21:43,12/31/2015 17:44:04,1,18.66,37.53,48.55,7.58,
42,10/16/2014 2:21:41,600,10/15/2014 19:21:41,12/31/2015 17:44:08,2,18.87,40.28,49.24,5.26,
43,10/16/2014 2:21:51,660,10/15/2014 19:21:51,12/31/2015 17:44:58,1,1.59,14.76,21.66,11.85,
44,10/16/2014 2:21:49,868,10/15/2014 19:21:49,12/31/2015 17:45:00,2,1.80,14.60,23.23,17.33,
45,10/16/2014 2:22:20,730,10/15/2014 19:22:20,12/31/2015 17:45:39,1,9.83,42.35,49.24,8.71,
46,10/16/2014 2:22:22,406,10/15/2014 19:22:22,12/31/2015 17:45:43,2,7.45,42.69,48.20,2.01,
47,10/16/2014 2:22:37,129,10/15/2014 19:22:37,12/31/2015 17:45:47,1,7.30,41.66,48.20,4.14,
48,10/16/2014 2:22:33,457,10/15/2014 19:22:33,12/31/2015 17:45:49,2,4.48,43.38,48.89,9.59,
49,10/16/2014 2:23:16,6,10/15/2014 19:23:16,12/31/2015 17:46:48,1,1.44,15.37,22.97,9.81,
50,10/16/2014 2:23:14,849,10/15/2014 19:23:14,12/31/2015 17:46:51,2,1.66,15.53,22.97,9.80,
51,10/16/2014 2:23:12,698,10/15/2014 19:23:12,12/31/2015 17:47:17,1,17.43,41.98,48.09,5.56,
52,10/16/2014 2:23:15,720,10/15/2014 19:23:15,12/31/2015 17:47:20,2,12.36,42.97,46.44,6.75,
53,10/16/2014 2:23:27,881,10/15/2014 19:23:27,12/31/2015 17:47:58,1,5.20,79.20,85.74,7.76,
54,10/16/2014 2:23:27,575,10/15/2014 19:23:27,12/31/2015 17:48:00,2,5.64,79.88,87.80,4.42,
55,10/16/2014 2:23:44,949,10/15/2014 19:23:44,12/31/2015 17:48:30,1,11.71,42.01,48.20,2.67,
56,10/16/2014 2:23:42,340,10/15/2014 19:23:42,12/31/2015 17:48:36,2,15.18,45.79,51.99,5.59,
57,10/16/2014 2:24:16,657,10/15/2014 19:24:16,12/31/2015 17:49:04,1,8.39,42.35,49.58,4.92,
58,10/16/2014 2:24:13,547,10/15/2014 19:24:13,12/31/2015 17:49:10,2,9.40,42.01,49.58,2.03,
59,10/16/2014 2:24:35,39,10/15/2014 19:24:35,12/31/2015 17:49:40,1,1.59,16.03,21.48,9.70,
60,10/16/2014 2:24:34,945,10/15/2014 19:24:34,12/31/2015 17:49:45,2,1.51,16.03,23.30,6.65,
61,10/16/2014 2:24:41,528,10/15/2014 19:24:41,12/31/2015 17:51:42,1,16.92,42.01,48.55,-0.20,
62,10/16/2014 2:25:13,929,10/15/2014 19:25:13,12/31/2015 17:52:12,1,2.16,16.69,23.80,5.62,
63,10/16/2014 2:25:14,480,10/15/2014 19:25:14,12/31/2015 17:52:14,2,1.30,15.37,23.80,3.62,
64,10/16/2014 2:25:22,270,10/15/2014 19:25:22,12/31/2015 17:52:19,1,1.59,15.04,23.63,-2.02,
65,10/16/2014 2:25:23,723,10/15/2014 19:25:23,12/31/2015 17:52:20,2,1.37,15.70,23.96,8.41,
66,10/16/2014 2:26:03,914,10/15/2014 19:26:03,12/31/2015 17:53:13,1,2.02,16.19,23.14,8.54,
67,10/16/2014 2:25:54,294,10/15/2014 19:25:54,12/31/2015 17:53:18,1,1.73,16.19,25.12,9.12,
68,10/16/2014 2:25:53,872,10/15/2014 19:25:53,12/31/2015 17:53:20,2,2.09,15.04,23.47,6.89,
69,10/16/2014 2:26:04,516,10/15/2014 19:26:04,12/31/2015 17:53:24,1,0.86,16.03,23.47,3.85,
70,10/16/2014 2:26:04,956,10/15/2014 19:26:04,12/31/2015 17:53:26,2,1.66,15.20,24.29,8.66,
