"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/10/2014 3:00:53,331,9/9/2014 20:00:53,10/28/2015 17:03:54,1,0.79,16.54,23.16,7.22,
2,9/10/2014 3:00:54,260,9/9/2014 20:00:54,10/28/2015 17:03:57,2,1.08,15.80,22.79,8.37,
3,9/10/2014 3:00:59,430,9/9/2014 20:00:59,10/28/2015 17:04:48,1,0.94,15.07,22.79,0.89,
4,9/10/2014 3:01:00,488,9/9/2014 20:01:00,10/28/2015 17:04:54,2,0.86,15.80,22.42,7.42,
5,9/10/2014 3:01:01,424,9/9/2014 20:01:01,10/28/2015 17:06:08,1,1.15,15.80,22.05,0.27,
6,9/10/2014 3:01:02,676,9/9/2014 20:01:02,10/28/2015 17:06:11,2,1.08,14.70,21.32,3.95,
7,9/10/2014 3:01:24,919,9/9/2014 20:01:24,10/28/2015 17:08:23,1,1.08,16.54,23.89,2.93,
8,9/10/2014 3:01:25,788,9/9/2014 20:01:25,10/28/2015 17:08:36,2,1.15,16.54,23.89,2.15,
9,9/10/2014 3:01:28,793,9/9/2014 20:01:28,10/28/2015 17:09:18,1,1.08,15.07,20.95,5.81,
10,9/10/2014 3:01:29,617,9/9/2014 20:01:29,10/28/2015 17:09:25,2,1.51,15.07,22.42,6.90,
11,9/10/2014 3:01:30,464,9/9/2014 20:01:30,10/28/2015 17:10:14,1,1.15,15.07,21.32,-4.33,
12,9/10/2014 3:01:31,555,9/9/2014 20:01:31,10/28/2015 17:10:18,2,0.94,15.80,21.32,-5.00,
