"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,12/5/2014 1:28:03,688,12/4/2014 17:28:03,2/19/2016 18:09:50,1,5.20,43.01,50.73,10.47,
2,12/5/2014 1:27:57,124,12/4/2014 17:27:57,2/19/2016 18:09:55,2,11.86,42.27,52.20,1.00,
3,12/5/2014 1:29:35,786,12/4/2014 17:29:35,2/19/2016 18:10:35,1,15.62,39.70,51.10,0.11,
4,12/5/2014 1:29:47,801,12/4/2014 17:29:47,2/19/2016 18:10:38,2,2.96,41.17,48.16,3.80,
5,12/5/2014 1:30:28,783,12/4/2014 17:30:28,2/19/2016 18:10:59,1,8.10,43.01,50.36,5.53,
6,12/5/2014 1:30:27,215,12/4/2014 17:30:27,2/19/2016 18:11:02,2,3.54,42.64,50.00,5.57,
7,12/5/2014 1:32:08,663,12/4/2014 17:32:08,2/19/2016 18:11:51,1,6.65,43.75,48.89,10.63,
8,12/5/2014 1:32:09,104,12/4/2014 17:32:09,2/19/2016 18:11:54,2,4.33,44.85,47.79,9.52,
9,12/5/2014 1:32:56,72,12/4/2014 17:32:56,2/19/2016 18:12:40,1,9.62,41.54,50.36,4.82,
10,12/5/2014 1:32:54,954,12/4/2014 17:32:54,2/19/2016 18:12:43,2,7.16,44.11,50.36,8.49,
