"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,10/11/2014 2:08:21,200,10/10/2014 19:08:21,12/11/2015 19:06:15,1,9.999500274,35.469133333,-122.058266666,,,56.000000000,,585.937500000,91.400078921,0.013572093,"Vessel              ",,,,"No group                                                                        "
2,10/11/2014 2:08:30,900,10/10/2014 19:08:30,12/11/2015 19:06:26,1,9.999500274,35.469133333,-122.058266666,,,68.000000000,,390.625000000,90.203368882,0.012094803,"Vessel              ",,,,"No group                                                                        "
3,10/11/2014 2:09:10,300,10/10/2014 19:09:10,12/11/2015 19:07:02,1,9.999500274,35.469133333,-122.058266666,,,84.000000000,,351.562500000,89.235332388,0.006975069,"Vessel              ",,,,"No group                                                                        "
4,10/11/2014 2:09:35,400,10/10/2014 19:09:35,12/11/2015 19:08:01,1,9.999500274,35.469133333,-122.058266666,,,89.000000000,,390.625000000,87.104956524,0.002559849,"Vessel              ",,,,"No group                                                                        "
5,10/11/2014 2:09:40,900,10/10/2014 19:09:40,12/11/2015 19:08:10,1,9.999500274,35.469133333,-122.058266666,,,84.000000000,,390.625000000,86.511984583,0.003016360,"Vessel              ",,,,"No group                                                                        "
6,10/11/2014 2:09:44,200,10/10/2014 19:09:44,12/11/2015 19:08:19,1,9.999500274,35.469133333,-122.058266666,,,85.000000000,,351.562500000,86.184713477,0.002737287,"Vessel              ",,,,"No group                                                                        "
7,10/11/2014 2:09:48,900,10/10/2014 19:09:48,12/11/2015 19:08:27,1,9.999500274,35.469133333,-122.058266666,,,88.000000000,,351.562500000,85.757490403,0.001894710,"Vessel              ",,,,"No group                                                                        "
8,10/11/2014 2:09:57,200,10/10/2014 19:09:57,12/11/2015 19:08:47,1,9.999500274,35.469133333,-122.058266666,,,88.000000000,,390.625000000,85.593312592,0.002760789,"Vessel              ",,,,"No group                                                                        "
9,10/11/2014 2:16:54,600,10/10/2014 19:16:54,12/11/2015 19:10:49,0,9.999500274,35.465116666,-122.038133333,,,87.000000000,,394.531250000,90.664395994,0.023792411,"Vessel              ",,,,"No group                                                                        "
10,10/11/2014 2:17:08,500,10/10/2014 19:17:08,12/11/2015 19:11:18,0,9.999500274,35.465116666,-122.038133333,,,94.000000000,,394.531250000,90.350850169,0.018363889,"Vessel              ",,,,"No group                                                                        "
11,10/11/2014 2:17:17,300,10/10/2014 19:17:17,12/11/2015 19:11:36,0,9.999500274,35.465116666,-122.038133333,,,98.000000000,,394.531250000,89.734862120,0.013830282,"Vessel              ",,,,"No group                                                                        "
12,10/11/2014 2:17:21,400,10/10/2014 19:17:21,12/11/2015 19:11:44,0,9.999500274,35.465116666,-122.038133333,,,102.000000000,,394.531250000,89.267417194,0.011789571,"Vessel              ",,,,"No group                                                                        "
13,10/11/2014 2:46:50,223,10/10/2014 19:46:50,12/11/2015 19:16:11,0,1.583999991,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,311.000000000,322.500000000,20.507812500,86.351251657,0.000378382,"Bp                  ",,,,"128                                                                             "
14,10/11/2014 2:46:49,488,10/10/2014 19:46:49,12/11/2015 19:16:24,1,1.656000018,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,301.000000000,312.500000000,20.507812500,88.694160111,0.000444317,"Bp                  ",,,,"128                                                                             "
15,10/11/2014 2:46:43,128,10/10/2014 19:46:43,12/11/2015 19:17:50,0,28.059999465,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,320.000000000,331.500000000,43.945312500,89.433894993,0.000129168,"BmB                 ",,,,"129                                                                             "
16,10/11/2014 2:46:45,404,10/10/2014 19:46:45,12/11/2015 19:18:10,1,25.527999877,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,321.000000000,332.500000000,43.945312500,90.840927577,0.000229650,"BmB                 ",36.104128772,-122.465758760,"15                                                                              ","129                                                                             "
17,10/11/2014 2:47:16,27,10/10/2014 19:47:16,12/11/2015 19:19:19,0,1.024000048,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,180.000000000,191.500000000,19.531250000,81.301457929,0.000121633,"Bp                  ",,,,"130                                                                             "
18,10/11/2014 2:47:15,298,10/10/2014 19:47:15,12/11/2015 19:19:31,1,1.080000042,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,180.000000000,191.500000000,20.507812500,85.571958203,0.000043864,"Bp                  ",,,,"130                                                                             "
19,10/11/2014 2:47:16,851,10/10/2014 19:47:16,12/11/2015 19:19:43,0,1.511999964,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,212.000000000,223.500000000,20.507812500,93.042013699,0.000185478,"Bp                  ",,,,"131                                                                             "
20,10/11/2014 2:47:16,917,10/10/2014 19:47:16,12/11/2015 19:19:59,1,1.223999977,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,281.000000000,292.500000000,18.554687500,85.144745128,0.000084668,"Bp                  ",,,,"131                                                                             "
21,10/11/2014 2:47:26,638,10/10/2014 19:47:26,12/11/2015 19:20:30,0,1.296000003,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,270.000000000,281.500000000,17.578125000,82.529099357,0.000080612,"Bp                  ",,,,"132                                                                             "
22,10/11/2014 2:47:25,943,10/10/2014 19:47:25,12/11/2015 19:20:39,1,1.296000003,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,290.000000000,301.500000000,19.531250000,81.130398352,0.000226670,"Bp                  ",,,,"132                                                                             "
23,10/11/2014 2:47:51,815,10/10/2014 19:47:51,12/11/2015 19:23:34,0,1.024000048,35.465116666,-122.038133333,"DIFAR Localisation                                                              ",11.500000000,180.000000000,191.500000000,21.484375000,86.052844376,0.000056933,"Bp                  ",,,,"133                                                                             "
24,10/11/2014 2:47:51,199,10/10/2014 19:47:51,12/11/2015 19:23:54,1,1.024000048,35.469133333,-122.058266666,"DIFAR Localisation                                                              ",11.500000000,270.000000000,281.500000000,22.460937500,84.835000633,0.000021522,"Bp                  ",,,,"133                                                                             "
