"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,10/16/2014 2:03:52,900,10/15/2014 19:03:52,12/31/2015 17:23:39,0,9.999500274,-35.469133333,-122.058266666,,,351.000000000,,363.281250000,91.097463193,0.027658813,"Vessel              ",,,,"No group                                                                        "
2,10/16/2014 2:04:03,0,10/15/2014 19:04:03,12/31/2015 17:23:45,0,9.999500274,33.628750000,-120.344166666,,,349.000000000,,363.281250000,91.316603470,0.024496316,"Vessel              ",,,,"No group                                                                        "
3,10/16/2014 2:04:13,0,10/15/2014 19:04:13,12/31/2015 17:23:53,0,9.999500274,33.628750000,-120.344166666,,,351.000000000,,363.281250000,90.734494733,0.021042238,"Vessel              ",,,,"No group                                                                        "
4,10/16/2014 2:04:23,0,10/15/2014 19:04:23,12/31/2015 17:24:01,0,9.999500274,33.628750000,-120.344166666,,,351.000000000,,363.281250000,90.085245021,0.017934776,"Vessel              ",,,,"No group                                                                        "
5,10/16/2014 2:04:33,0,10/15/2014 19:04:33,12/31/2015 17:24:10,0,9.999500274,33.628750000,-120.344166666,,,349.000000000,,363.281250000,88.760546592,0.011712907,"Vessel              ",,,,"No group                                                                        "
6,10/16/2014 2:04:43,0,10/15/2014 19:04:43,12/31/2015 17:24:22,0,9.999500274,33.628750000,-120.344166666,,,349.000000000,,441.406250000,87.937398323,0.006700864,"Vessel              ",,,,"No group                                                                        "
7,10/16/2014 2:04:53,0,10/15/2014 19:04:53,12/31/2015 17:24:34,0,9.999500274,33.628750000,-120.344166666,,,351.000000000,,363.281250000,87.595130953,0.004620530,"Vessel              ",,,,"No group                                                                        "
8,10/16/2014 2:05:03,0,10/15/2014 19:05:03,12/31/2015 17:24:41,0,9.999500274,33.628750000,-120.344166666,,,354.000000000,,363.281250000,87.567211584,0.004015280,"Vessel              ",,,,"No group                                                                        "
9,10/16/2014 2:14:53,600,10/15/2014 19:14:53,12/31/2015 17:28:04,1,9.999500274,33.646416666,-120.344150000,,,348.000000000,,367.187500000,91.172192600,0.025232755,"Vessel              ",,,,"No group                                                                        "
10,10/16/2014 2:15:03,700,10/15/2014 19:15:03,12/31/2015 17:28:13,1,9.999500274,33.646416666,-120.344150000,,,348.000000000,,367.187500000,90.502139179,0.024257373,"Vessel              ",,,,"No group                                                                        "
