"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,10/7/2014 2:26:42,900,10/6/2014 19:26:42,12/8/2015 19:29:43,0,9.999500274,36.811966666,-128.510666666,,,93.000000000,,402.343750000,91.336166355,0.014674768,"Vessel              ",,,,"No group                                                                        "
2,10/7/2014 2:26:53,0,10/6/2014 19:26:53,12/8/2015 19:29:53,0,9.999500274,36.811966666,-128.510666666,,,92.000000000,,402.343750000,90.234570728,0.012181987,"Vessel              ",,,,"No group                                                                        "
3,10/7/2014 2:27:03,0,10/6/2014 19:27:03,12/8/2015 19:30:01,0,9.999500274,36.811966666,-128.510666666,,,89.000000000,,429.687500000,88.802381123,0.013187937,"Vessel              ",,,,"No group                                                                        "
4,10/7/2014 2:27:13,0,10/6/2014 19:27:13,12/8/2015 19:30:13,0,9.999500274,36.811966666,-128.510666666,,,93.000000000,,441.406250000,86.932213485,0.004945405,"Vessel              ",,,,"No group                                                                        "
5,10/7/2014 2:27:23,0,10/6/2014 19:27:23,12/8/2015 19:30:23,0,9.999500274,36.811966666,-128.510666666,,,90.000000000,,445.312500000,86.028297133,0.011194926,"Vessel              ",,,,"No group                                                                        "
6,10/7/2014 2:27:33,0,10/6/2014 19:27:33,12/8/2015 19:30:33,0,9.999500274,36.811966666,-128.510666666,,,90.000000000,,445.312500000,85.905181232,0.011054591,"Vessel              ",,,,"No group                                                                        "
7,10/7/2014 2:33:50,700,10/6/2014 19:33:50,12/8/2015 19:31:28,1,9.999500274,36.806816666,-128.489983333,,,84.000000000,,449.218750000,88.907343301,0.008939018,"Vessel              ",,,,"No group                                                                        "
8,10/7/2014 2:34:00,700,10/6/2014 19:34:00,12/8/2015 19:31:38,1,9.999500274,36.806816666,-128.489983333,,,79.000000000,,449.218750000,88.441616799,0.011665027,"Vessel              ",,,,"No group                                                                        "
9,10/7/2014 2:34:10,700,10/6/2014 19:34:10,12/8/2015 19:31:47,1,9.999500274,36.806816666,-128.489983333,,,89.000000000,,449.218750000,88.051632919,0.011328128,"Vessel              ",,,,"No group                                                                        "
10,10/7/2014 2:34:20,700,10/6/2014 19:34:20,12/8/2015 19:31:57,1,9.999500274,36.806816666,-128.489983333,,,84.000000000,,449.218750000,87.502434509,0.005823824,"Vessel              ",,,,"No group                                                                        "
