"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,8/31/2014 3:37:42,0,8/30/2014 20:37:42,10/15/2015 19:58:39,0,9.999500274,44.554250000,-125.015433333,,,328.000000000,,394.531250000,89.197991893,0.017516165,"Vessel              ",,,,"No group                                                                        "
2,8/31/2014 3:37:52,0,8/30/2014 20:37:52,10/15/2015 19:58:55,0,9.999500274,44.554250000,-125.015433333,,,323.000000000,,394.531250000,88.805984030,0.014858932,"Vessel              ",,,,"No group                                                                        "
3,8/31/2014 3:37:57,600,8/30/2014 20:37:57,10/15/2015 19:59:03,0,9.999500274,44.554250000,-125.015433333,,,328.000000000,,394.531250000,87.530143290,0.010484097,"Vessel              ",,,,"No group                                                                        "
4,8/31/2014 3:38:07,700,8/30/2014 20:38:07,10/15/2015 19:59:09,0,9.999500274,44.554250000,-125.015433333,,,324.000000000,,394.531250000,85.103215858,0.003522631,"Vessel              ",,,,"No group                                                                        "
5,8/31/2014 3:38:17,700,8/30/2014 20:38:17,10/15/2015 19:59:15,0,9.999500274,44.554250000,-125.015433333,,,328.000000000,,546.875000000,83.984380211,0.001741804,"Vessel              ",,,,"No group                                                                        "
6,8/31/2014 3:38:27,700,8/30/2014 20:38:27,10/15/2015 19:59:25,0,9.999500274,44.554250000,-125.015433333,,,327.000000000,,394.531250000,81.613689344,0.000803587,"Vessel              ",,,,"No group                                                                        "
7,8/31/2014 3:38:37,800,8/30/2014 20:38:37,10/15/2015 19:59:35,0,9.999500274,44.554250000,-125.015433333,,,325.000000000,,394.531250000,81.080085295,0.000696792,"Vessel              ",,,,"No group                                                                        "
8,8/31/2014 3:46:39,200,8/30/2014 20:46:39,10/15/2015 20:00:49,1,9.999500274,44.569900000,-125.021400000,,,321.000000000,,429.687500000,87.226168039,0.005077941,"Vessel              ",,,,"No group                                                                        "
9,8/31/2014 3:46:49,300,8/30/2014 20:46:49,10/15/2015 20:01:01,1,9.999500274,44.569900000,-125.021400000,,,325.000000000,,394.531250000,87.748251328,0.003789278,"Vessel              ",,,,"No group                                                                        "
10,8/31/2014 3:46:52,700,8/30/2014 20:46:52,10/15/2015 20:01:10,1,9.999500274,44.569900000,-125.021400000,,,328.000000000,,351.562500000,87.913128649,0.003210286,"Vessel              ",,,,"No group                                                                        "
11,8/31/2014 3:47:02,800,8/30/2014 20:47:02,10/15/2015 20:01:20,1,9.999500274,44.569900000,-125.021400000,,,317.000000000,,523.437500000,87.212760890,0.002862673,"Vessel              ",,,,"No group                                                                        "
