"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,10/24/2014 1:59:40,300,10/23/2014 18:59:40,1/15/2016 22:24:39,0,9.999500274,32.725400000,-118.902966666,,,189.000000000,,449.218750000,85.691948553,0.003311038,"Vessel              ",,,,"No group                                                                        "
2,10/24/2014 1:59:50,400,10/23/2014 18:59:50,1/15/2016 22:24:48,0,9.999500274,32.725400000,-118.902966666,,,192.000000000,,449.218750000,85.382246855,0.002418650,"Vessel              ",,,,"No group                                                                        "
3,10/24/2014 2:00:00,400,10/23/2014 19:00:00,1/15/2016 22:24:58,0,9.999500274,32.725400000,-118.902966666,,,191.000000000,,449.218750000,85.588754282,0.004180612,"Vessel              ",,,,"No group                                                                        "
4,10/24/2014 2:00:10,400,10/23/2014 19:00:10,1/15/2016 22:25:08,0,9.999500274,32.725400000,-118.902966666,,,185.000000000,,449.218750000,86.575063092,0.004612175,"Vessel              ",,,,"No group                                                                        "
5,10/24/2014 2:00:20,400,10/23/2014 19:00:20,1/15/2016 22:25:17,0,9.999500274,32.725400000,-118.902966666,,,194.000000000,,449.218750000,86.246400178,0.004973893,"Vessel              ",,,,"No group                                                                        "
6,10/24/2014 2:00:30,400,10/23/2014 19:00:30,1/15/2016 22:25:28,0,9.999500274,32.725400000,-118.902966666,,,193.000000000,,449.218750000,85.520422730,0.003005393,"Vessel              ",,,,"No group                                                                        "
7,10/24/2014 2:00:40,400,10/23/2014 19:00:40,1/15/2016 22:25:38,0,9.999500274,32.725400000,-118.902966666,,,187.000000000,,449.218750000,85.444636457,0.002059867,"Vessel              ",,,,"No group                                                                        "
8,10/24/2014 2:00:50,400,10/23/2014 19:00:50,1/15/2016 22:25:47,0,9.999500274,32.725400000,-118.902966666,,,187.000000000,,449.218750000,85.463596429,0.002192463,"Vessel              ",,,,"No group                                                                        "
9,10/24/2014 2:01:00,400,10/23/2014 19:01:00,1/15/2016 22:25:56,0,9.999500274,32.725400000,-118.902966666,,,188.000000000,,546.875000000,84.792975005,0.001123711,"Vessel              ",,,,"No group                                                                        "
10,10/24/2014 2:01:10,400,10/23/2014 19:01:10,1/15/2016 22:26:07,0,9.999500274,32.725400000,-118.902966666,,,191.000000000,,449.218750000,84.612675343,0.001528487,"Vessel              ",,,,"No group                                                                        "
11,10/24/2014 2:06:28,0,10/23/2014 19:06:28,1/15/2016 22:27:00,1,9.999500274,32.708833333,-118.908050000,,,183.000000000,,449.218750000,86.058737978,0.005155476,"Vessel              ",,,,"No group                                                                        "
12,10/24/2014 2:06:38,100,10/23/2014 19:06:38,1/15/2016 22:27:08,1,9.999500274,32.708833333,-118.908050000,,,181.000000000,,449.218750000,86.410509382,0.005254694,"Vessel              ",,,,"No group                                                                        "
13,10/24/2014 2:06:48,100,10/23/2014 19:06:48,1/15/2016 22:27:18,1,9.999500274,32.708833333,-118.908050000,,,186.000000000,,449.218750000,87.123004379,0.002939308,"Vessel              ",,,,"No group                                                                        "
14,10/24/2014 2:06:58,100,10/23/2014 19:06:58,1/15/2016 22:27:28,1,9.999500274,32.708833333,-118.908050000,,,189.000000000,,449.218750000,87.322455974,0.002958779,"Vessel              ",,,,"No group                                                                        "
15,10/24/2014 2:07:08,100,10/23/2014 19:07:08,1/15/2016 22:27:38,1,9.999500274,32.708833333,-118.908050000,,,185.000000000,,449.218750000,87.685928997,0.002202682,"Vessel              ",,,,"No group                                                                        "
16,10/24/2014 2:07:18,100,10/23/2014 19:07:18,1/15/2016 22:27:47,1,9.999500274,32.708833333,-118.908050000,,,178.000000000,,449.218750000,88.937073101,0.004314849,"Vessel              ",,,,"No group                                                                        "
17,10/24/2014 2:07:28,100,10/23/2014 19:07:28,1/15/2016 22:27:59,1,9.999500274,32.708833333,-118.908050000,,,183.000000000,,449.218750000,89.247550925,0.003942894,"Vessel              ",,,,"No group                                                                        "
18,10/24/2014 2:07:38,100,10/23/2014 19:07:38,1/15/2016 22:28:08,1,9.999500274,32.708833333,-118.908050000,,,182.000000000,,449.218750000,87.620751380,0.005395059,"Vessel              ",,,,"No group                                                                        "
19,10/24/2014 2:32:01,846,10/23/2014 19:32:01,1/15/2016 22:55:28,0,9.036000251,32.725400000,-118.902966666,"DIFAR Localisation                                                              ",3.500000000,105.000000000,108.500000000,43.945312500,76.474626823,0.000017769,"BmB                 ",,,,"1                                                                               "
20,10/24/2014 2:32:03,87,10/23/2014 19:32:03,1/15/2016 22:55:48,1,9.395999908,32.708833333,-118.908050000,"DIFAR Localisation                                                              ",8.500000000,97.000000000,105.500000000,43.945312500,77.341087108,0.000026831,"BmB                 ",32.621682402,-118.534752504,"19                                                                              ","1                                                                               "
21,10/24/2014 3:42:00,28,10/23/2014 20:42:00,1/16/2016 0:06:59,0,1.024000048,32.725400000,-118.902966666,"DIFAR Localisation                                                              ",3.500000000,270.000000000,273.500000000,20.507812500,68.800315464,0.000007458,"Bp                  ",,,,"2                                                                               "
22,10/24/2014 3:41:59,416,10/23/2014 20:41:59,1/16/2016 0:07:08,1,1.440000057,32.708833333,-118.908050000,"DIFAR Localisation                                                              ",8.500000000,347.000000000,355.500000000,17.578125000,75.265778481,0.000010356,"Bp                  ",32.725742980,-118.909631769,"21                                                                              ","2                                                                               "
