"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,9/3/2014 1:21:46,400,9/2/2014 18:21:46,10/21/2015 19:45:47,0,9.999500274,43.270800000,-131.022650000,,,321.000000000,,382.812500000,93.016944063,0.023435196,"Vessel              ",,,,"No group                                                                        "
2,9/3/2014 1:21:56,500,9/2/2014 18:21:56,10/21/2015 19:45:55,0,9.999500274,43.270800000,-131.022650000,,,316.000000000,,382.812500000,93.240374577,0.037487893,"Vessel              ",,,,"No group                                                                        "
3,9/3/2014 1:22:06,500,9/2/2014 18:22:06,10/21/2015 19:46:05,0,9.999500274,43.270800000,-131.022650000,,,317.000000000,,382.812500000,92.091253866,0.050303784,"Vessel              ",,,,"No group                                                                        "
4,9/3/2014 1:22:16,500,9/2/2014 18:22:16,10/21/2015 19:46:15,0,9.999500274,43.270800000,-131.022650000,,,315.000000000,,382.812500000,90.489300108,0.022509448,"Vessel              ",,,,"No group                                                                        "
5,9/3/2014 1:22:26,500,9/2/2014 18:22:26,10/21/2015 19:46:25,0,9.999500274,43.270800000,-131.022650000,,,316.000000000,,382.812500000,90.194154237,0.029279131,"Vessel              ",,,,"No group                                                                        "
6,9/3/2014 1:22:36,500,9/2/2014 18:22:36,10/21/2015 19:46:35,0,9.999500274,43.270800000,-131.022650000,,,317.000000000,,382.812500000,89.131053400,0.018954451,"Vessel              ",,,,"No group                                                                        "
7,9/3/2014 1:37:58,300,9/2/2014 18:37:58,10/21/2015 19:48:19,1,9.999500274,43.289666666,-131.038266666,,,324.000000000,,394.531250000,92.728534237,0.013229326,"Vessel              ",,,,"No group                                                                        "
8,9/3/2014 1:38:08,400,9/2/2014 18:38:08,10/21/2015 19:48:26,1,9.999500274,43.289666666,-131.038266666,,,323.000000000,,394.531250000,92.100853932,0.014139166,"Vessel              ",,,,"No group                                                                        "
9,9/3/2014 1:38:18,400,9/2/2014 18:38:18,10/21/2015 19:48:36,1,9.999500274,43.289666666,-131.038266666,,,323.000000000,,394.531250000,92.587627843,0.033936769,"Vessel              ",,,,"No group                                                                        "
10,9/3/2014 1:38:28,400,9/2/2014 18:38:28,10/21/2015 19:48:46,1,9.999500274,43.289666666,-131.038266666,,,323.000000000,,394.531250000,91.380051209,0.050530268,"Vessel              ",,,,"No group                                                                        "
11,9/3/2014 1:38:38,400,9/2/2014 18:38:38,10/21/2015 19:48:56,1,9.999500274,43.289666666,-131.038266666,,,324.000000000,,394.531250000,90.060227749,0.034363083,"Vessel              ",,,,"No group                                                                        "
12,9/3/2014 1:38:48,400,9/2/2014 18:38:48,10/21/2015 19:49:07,1,9.999500274,43.289666666,-131.038266666,,,326.000000000,,394.531250000,88.752363339,0.021310338,"Vessel              ",,,,"No group                                                                        "
13,9/3/2014 1:39:29,812,9/2/2014 18:39:29,10/21/2015 19:51:06,0,6.147999763,43.270800000,-131.022650000,"DIFAR Localisation                                                              ",10.500000000,33.000000000,43.500000000,83.007812500,75.888371235,0.000032435,"BmA                 ",,,,"No group                                                                        "
