"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channel","ClipLength","BuoyLatitude","BuoyLongitude","TriggerName","BuoyHeading","DIFARBearing","TrueBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","Latitude","Longitude","MatchedAngles","TrackedGroup"
1,9/27/2014 4:01:43,997,9/26/2014 21:01:43,11/18/2015 17:47:34,0,16.847999572,37.864700000,-125.836883333,"DIFAR Localisation                                                              ",,15.000000000,,43.945312500,88.055591240,0.000101044,"BmB                 ",,,,"242                                                                             "
2,9/27/2014 4:01:44,548,9/26/2014 21:01:44,11/18/2015 17:47:46,1,17.427999496,37.870033333,-125.859583333,"DIFAR Localisation                                                              ",,70.000000000,,43.945312500,87.793070888,0.000109553,"BmB                 ",37.877836918,-125.832421986,"1                                                                               ","242                                                                             "
3,9/27/2014 4:02:11,78,9/26/2014 21:02:11,11/18/2015 17:48:57,0,24.224000930,37.864700000,-125.836883333,"DIFAR Localisation                                                              ",,30.000000000,,43.945312500,89.302157594,0.000153367,"BmB                 ",,,,"243                                                                             "
4,9/27/2014 4:02:09,504,9/26/2014 21:02:09,11/18/2015 17:49:15,1,25.815999984,37.870033333,-125.859583333,"DIFAR Localisation                                                              ",,48.000000000,,43.945312500,87.479385033,0.000118652,"BmB                 ",37.909412360,-125.804166254,"3                                                                               ","243                                                                             "
5,9/27/2014 4:02:46,76,9/26/2014 21:02:46,11/18/2015 17:50:00,0,21.260000228,37.864700000,-125.836883333,"DIFAR Localisation                                                              ",,24.000000000,,44.921875000,87.244846216,0.000096420,"BmB                 ",,,,"244                                                                             "
6,9/27/2014 4:02:47,172,9/26/2014 21:02:47,11/18/2015 17:50:12,1,20.607999801,37.870033333,-125.859583333,"DIFAR Localisation                                                              ",,52.000000000,,43.945312500,87.320373444,0.000115592,"BmB                 ",37.894346721,-125.820155099,"5                                                                               ","244                                                                             "
7,9/27/2014 4:03:14,132,9/26/2014 21:03:14,11/18/2015 17:50:48,0,19.667978286,37.864700000,-125.836883333,"DIFAR Localisation                                                              ",,9.000000000,,43.945312500,88.988418268,0.000171485,"BmB                 ",,,,"245                                                                             "
8,9/27/2014 4:03:22,646,9/26/2014 21:03:22,11/18/2015 17:51:18,1,10.772000312,37.870033333,-125.859583333,"DIFAR Localisation                                                              ",,14.000000000,,43.945312500,88.731959251,0.000181663,"BmB                 ",38.076368563,-125.794322338,"7                                                                               ","245                                                                             "
9,9/27/2014 4:03:41,469,9/26/2014 21:03:41,11/18/2015 17:52:24,0,19.667978286,37.864700000,-125.836883333,"DIFAR Localisation                                                              ",,31.000000000,,43.945312500,89.998253121,0.000183480,"BmB                 ",,,,"246                                                                             "
10,9/27/2014 4:03:42,326,9/26/2014 21:03:42,11/18/2015 17:52:41,1,17.063980102,37.870033333,-125.859583333,"DIFAR Localisation                                                              ",,339.000000000,,43.945312500,91.214780568,0.000240327,"BmB                 ",,,,"246                                                                             "
