"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/27/2014 4:01:43,997,9/26/2014 21:01:43,11/18/2015 17:47:19,1,16.85,41.54,49.84,1.55,
2,9/27/2014 4:01:44,548,9/26/2014 21:01:44,11/18/2015 17:47:24,2,17.43,41.91,49.47,-1.80,
3,9/27/2014 4:02:11,78,9/26/2014 21:02:11,11/18/2015 17:48:22,1,24.23,41.16,50.98,3.00,
4,9/27/2014 4:02:09,504,9/26/2014 21:02:09,11/18/2015 17:48:28,2,25.82,41.91,50.22,0.69,
5,9/27/2014 4:02:46,76,9/26/2014 21:02:46,11/18/2015 17:49:49,1,21.26,40.40,50.60,2.91,
6,9/27/2014 4:02:47,172,9/26/2014 21:02:47,11/18/2015 17:49:53,2,20.61,41.54,50.22,6.37,
7,9/27/2014 4:03:14,132,9/26/2014 21:03:14,11/18/2015 17:50:39,1,19.67,40.03,49.09,0.75,
8,9/27/2014 4:03:22,646,9/26/2014 21:03:22,11/18/2015 17:50:42,2,10.77,40.78,49.47,-12.92,
9,9/27/2014 4:03:41,469,9/26/2014 21:03:41,11/18/2015 17:52:15,1,19.67,40.40,49.84,2.99,
10,9/27/2014 4:03:42,326,9/26/2014 21:03:42,11/18/2015 17:52:19,2,17.07,40.78,50.98,3.57,
11,9/27/2014 4:04:07,350,9/26/2014 21:04:07,11/18/2015 17:54:04,1,1.22,15.40,22.65,1.34,
12,9/27/2014 4:04:06,543,9/26/2014 21:04:06,11/18/2015 17:54:08,2,1.37,14.86,21.02,11.73,
13,9/27/2014 4:04:09,297,9/26/2014 21:04:09,11/18/2015 17:54:12,1,1.59,14.86,23.56,5.18,
14,9/27/2014 4:04:08,491,9/26/2014 21:04:08,11/18/2015 17:54:15,2,1.30,15.22,22.11,10.97,
15,9/27/2014 4:04:32,873,9/26/2014 21:04:32,11/18/2015 17:54:19,1,1.44,15.22,23.74,7.63,
16,9/27/2014 4:04:31,793,9/26/2014 21:04:31,11/18/2015 17:54:23,2,1.66,14.86,23.92,15.47,
17,9/27/2014 4:04:54,549,9/26/2014 21:04:54,11/18/2015 17:56:53,2,1.08,15.22,21.38,4.37,
18,9/27/2014 4:04:10,627,9/26/2014 21:04:10,11/18/2015 17:57:24,1,37.17,40.78,50.03,4.72,
19,9/27/2014 4:04:11,706,9/26/2014 21:04:11,11/18/2015 17:57:29,2,35.08,40.78,48.03,2.92,
20,9/27/2014 4:05:07,548,9/26/2014 21:05:07,11/18/2015 17:57:54,1,1.15,14.86,21.75,-0.67,
21,9/27/2014 4:05:06,942,9/26/2014 21:05:06,11/18/2015 17:57:59,2,0.94,14.68,23.02,-9.29,
22,9/27/2014 4:05:09,985,9/26/2014 21:05:09,11/18/2015 17:58:03,1,1.51,15.04,21.38,19.10,
23,9/27/2014 4:05:08,995,9/26/2014 21:05:08,11/18/2015 17:58:06,2,1.51,14.86,23.20,9.11,
24,9/27/2014 4:04:54,3,9/26/2014 21:04:54,11/18/2015 18:00:03,1,13.38,41.16,49.47,3.19,
25,9/27/2014 4:04:51,26,9/26/2014 21:04:51,11/18/2015 18:00:07,2,18.37,40.40,50.22,1.40,
26,9/27/2014 4:05:13,44,9/26/2014 21:05:13,11/18/2015 18:00:41,1,20.18,41.16,51.35,2.59,
27,9/27/2014 4:05:16,232,9/26/2014 21:05:16,11/18/2015 18:00:45,2,17.86,42.29,50.60,4.77,
28,9/27/2014 4:05:30,127,9/26/2014 21:05:30,11/18/2015 18:01:15,1,1.44,14.13,20.84,-2.47,
29,9/27/2014 4:05:29,47,9/26/2014 21:05:29,11/18/2015 18:01:18,2,1.37,14.86,22.47,-6.81,
30,9/27/2014 4:05:32,903,9/26/2014 21:05:32,11/18/2015 18:01:21,1,1.66,14.13,21.57,8.51,
31,9/27/2014 4:05:31,624,9/26/2014 21:05:31,11/18/2015 18:01:24,2,1.44,14.32,24.10,7.21,
32,9/27/2014 4:05:41,22,9/26/2014 21:05:41,11/18/2015 18:01:33,1,1.59,13.95,24.29,-1.87,
33,9/27/2014 4:05:39,653,9/26/2014 21:05:39,11/18/2015 18:01:37,2,1.66,14.50,25.55,11.89,
34,9/27/2014 4:05:51,22,9/26/2014 21:05:51,11/18/2015 18:08:23,1,9.69,80.06,87.61,3.15,
35,9/27/2014 4:05:53,270,9/26/2014 21:05:53,11/18/2015 18:08:26,2,8.10,80.06,88.36,3.78,
36,9/27/2014 4:05:48,340,9/26/2014 21:05:48,11/18/2015 18:08:32,1,17.35,40.78,51.35,-2.16,
37,9/27/2014 4:05:49,720,9/26/2014 21:05:49,11/18/2015 18:08:36,2,17.57,40.40,49.09,1.54,
38,9/27/2014 4:06:12,513,9/26/2014 21:06:12,11/18/2015 18:09:46,1,1.51,15.04,23.74,6.22,
39,9/27/2014 4:06:08,179,9/26/2014 21:06:08,11/18/2015 18:10:16,1,1.30,15.04,24.29,6.15,
40,9/27/2014 4:06:06,899,9/26/2014 21:06:06,11/18/2015 18:10:20,2,1.30,15.04,25.74,0.65,
41,9/27/2014 4:06:36,468,9/26/2014 21:06:36,11/18/2015 18:10:46,1,1.51,14.50,21.93,13.12,
42,9/27/2014 4:06:35,333,9/26/2014 21:06:35,11/18/2015 18:10:49,2,1.66,14.68,22.83,7.36,
43,9/27/2014 4:06:24,252,9/26/2014 21:06:24,11/18/2015 18:12:08,1,25.17,38.89,50.22,-0.05,
44,9/27/2014 4:06:23,913,9/26/2014 21:06:23,11/18/2015 18:12:12,2,24.81,40.03,47.96,-0.06,
45,9/27/2014 4:06:57,931,9/26/2014 21:06:57,11/18/2015 18:12:58,1,1.44,15.15,23.76,-7.50,
46,9/27/2014 4:06:58,260,9/26/2014 21:06:58,11/18/2015 18:13:01,2,1.44,15.67,23.24,-0.26,
47,9/27/2014 4:07:02,77,9/26/2014 21:07:02,11/18/2015 18:13:05,1,1.08,15.67,24.10,3.50,
48,9/27/2014 4:07:01,432,9/26/2014 21:07:01,11/18/2015 18:13:08,2,1.15,15.67,22.73,3.44,
49,9/27/2014 4:07:23,361,9/26/2014 21:07:23,11/18/2015 18:13:13,1,1.37,14.46,21.52,19.73,
50,9/27/2014 4:07:22,365,9/26/2014 21:07:22,11/18/2015 18:13:17,2,1.51,14.98,22.90,10.38,
51,9/27/2014 4:07:29,488,9/26/2014 21:07:29,11/18/2015 18:13:22,1,1.59,15.84,22.90,14.13,
52,9/27/2014 4:07:28,537,9/26/2014 21:07:28,11/18/2015 18:13:26,2,1.30,15.84,24.10,4.66,
53,9/27/2014 4:07:32,82,9/26/2014 21:07:32,11/18/2015 18:13:29,1,1.15,14.80,22.90,2.82,
54,9/27/2014 4:07:31,142,9/26/2014 21:07:31,11/18/2015 18:13:32,2,1.44,15.49,23.41,3.43,
55,9/27/2014 4:06:56,926,9/26/2014 21:06:56,11/18/2015 18:15:40,1,23.94,41.16,50.22,2.54,
56,9/27/2014 4:06:59,430,9/26/2014 21:06:59,11/18/2015 18:15:44,2,18.87,40.40,50.60,5.34,
57,9/27/2014 4:07:27,780,9/26/2014 21:07:27,11/18/2015 18:16:07,1,21.69,41.16,50.22,2.37,
58,9/27/2014 4:07:22,166,9/26/2014 21:07:22,11/18/2015 18:16:14,2,17.35,39.65,49.47,-0.03,
59,9/27/2014 4:08:04,137,9/26/2014 21:08:04,11/18/2015 18:16:51,1,1.30,14.86,23.20,4.30,
60,9/27/2014 4:08:03,57,9/26/2014 21:08:03,11/18/2015 18:16:55,2,1.51,14.86,23.38,13.65,
61,9/27/2014 4:07:41,185,9/26/2014 21:07:41,11/18/2015 18:17:09,2,1.08,48.21,53.29,1.44,"noise                                             "
62,9/27/2014 4:08:09,684,9/26/2014 21:08:09,11/18/2015 18:20:43,1,1.01,14.68,22.29,4.64,
63,9/27/2014 4:08:08,677,9/26/2014 21:08:08,11/18/2015 18:20:46,2,1.30,14.50,23.38,7.48,
