"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/11/2014 2:46:50,223,10/10/2014 19:46:50,12/11/2015 19:15:55,1,1.59,14.91,24.06,4.91,
2,10/11/2014 2:46:49,488,10/10/2014 19:46:49,12/11/2015 19:15:59,2,1.66,15.42,23.72,18.60,
3,10/11/2014 2:46:43,128,10/10/2014 19:46:43,12/11/2015 19:17:39,1,28.06,40.96,48.72,2.31,
4,10/11/2014 2:46:45,404,10/10/2014 19:46:45,12/11/2015 19:17:44,2,25.53,40.96,49.43,2.47,
5,10/11/2014 2:47:16,27,10/10/2014 19:47:16,12/11/2015 19:18:32,1,0.86,15.76,23.89,7.11,
6,10/11/2014 2:47:15,298,10/10/2014 19:47:15,12/11/2015 19:18:37,2,1.08,16.10,23.22,3.93,
7,10/11/2014 2:47:16,851,10/10/2014 19:47:16,12/11/2015 19:18:41,1,1.51,16.10,23.89,10.69,
8,10/11/2014 2:47:16,917,10/10/2014 19:47:16,12/11/2015 19:18:45,2,1.22,16.27,24.57,1.57,
9,10/11/2014 2:47:26,638,10/10/2014 19:47:26,12/11/2015 19:18:49,1,1.30,15.25,22.88,10.40,
10,10/11/2014 2:47:25,943,10/10/2014 19:47:25,12/11/2015 19:18:53,2,1.30,15.25,24.06,14.01,
11,10/11/2014 2:47:51,815,10/10/2014 19:47:51,12/11/2015 19:22:40,1,1.01,15.76,23.38,4.42,
12,10/11/2014 2:47:51,199,10/10/2014 19:47:51,12/11/2015 19:22:44,2,0.94,15.59,23.22,2.51,
13,10/11/2014 2:47:52,946,10/10/2014 19:47:52,12/11/2015 19:22:47,1,1.44,15.76,22.54,2.74,
14,10/11/2014 2:47:52,646,10/10/2014 19:47:52,12/11/2015 19:22:50,2,1.15,15.76,22.71,-5.71,
15,10/11/2014 2:48:29,152,10/10/2014 19:48:29,12/11/2015 19:22:54,1,1.30,15.25,23.38,2.31,
16,10/11/2014 2:48:28,490,10/10/2014 19:48:28,12/11/2015 19:22:57,2,1.44,14.74,22.54,2.41,
17,10/11/2014 2:48:30,215,10/10/2014 19:48:30,12/11/2015 19:22:59,1,1.37,15.42,23.89,5.04,
18,10/11/2014 2:48:30,59,10/10/2014 19:48:30,12/11/2015 19:23:02,2,1.15,14.91,22.54,-0.37,
19,10/11/2014 2:47:24,181,10/10/2014 19:47:24,12/11/2015 19:23:14,1,20.39,42.72,50.14,13.41,
20,10/11/2014 2:47:24,788,10/10/2014 19:47:24,12/11/2015 19:23:17,2,20.10,41.66,49.08,3.56,
21,10/11/2014 2:47:56,553,10/10/2014 19:47:56,12/11/2015 19:23:21,1,25.82,42.01,48.72,4.90,
22,10/11/2014 2:47:56,815,10/10/2014 19:47:56,12/11/2015 19:23:25,2,22.49,42.72,48.72,3.41,
23,10/11/2014 2:48:28,989,10/10/2014 19:48:28,12/11/2015 19:26:41,1,18.15,42.01,48.72,-0.05,
24,10/11/2014 2:48:30,474,10/10/2014 19:48:30,12/11/2015 19:26:44,2,19.38,41.31,49.43,6.83,
25,10/11/2014 2:48:57,467,10/10/2014 19:48:57,12/11/2015 19:27:26,1,1.59,15.25,23.05,1.33,
26,10/11/2014 2:48:59,259,10/10/2014 19:48:59,12/11/2015 19:27:28,2,1.88,15.76,26.27,5.14,
27,10/11/2014 2:48:56,707,10/10/2014 19:48:56,12/11/2015 19:29:57,1,17.57,42.72,47.31,1.30,
28,10/11/2014 2:48:55,906,10/10/2014 19:48:55,12/11/2015 19:30:01,2,19.31,41.31,48.72,-3.22,
29,10/11/2014 2:49:18,741,10/10/2014 19:49:18,12/11/2015 19:33:12,1,19.45,39.90,50.84,2.40,
30,10/11/2014 2:49:21,384,10/10/2014 19:49:21,12/11/2015 19:33:15,2,17.07,40.60,49.78,1.60,
31,10/11/2014 2:49:59,115,10/10/2014 19:49:59,12/11/2015 19:34:00,1,8.53,41.66,49.78,4.62,
32,10/11/2014 2:49:59,282,10/10/2014 19:49:59,12/11/2015 19:34:03,2,8.46,41.31,49.43,6.30,
33,10/11/2014 2:50:14,27,10/10/2014 19:50:14,12/11/2015 19:34:08,1,11.64,41.66,49.78,-1.38,
34,10/11/2014 2:50:18,751,10/10/2014 19:50:18,12/11/2015 19:34:11,2,10.48,40.96,47.66,6.17,
35,10/11/2014 2:50:38,951,10/10/2014 19:50:38,12/11/2015 19:44:09,1,18.44,39.54,48.37,3.88,
36,10/11/2014 2:50:43,130,10/10/2014 19:50:43,12/11/2015 19:44:12,2,9.76,41.66,48.02,5.87,
37,10/11/2014 2:51:33,195,10/10/2014 19:51:33,12/11/2015 19:45:47,1,11.57,41.31,48.37,3.39,
38,10/11/2014 2:51:27,554,10/10/2014 19:51:27,12/11/2015 19:45:52,2,15.47,41.66,49.08,1.57,
