"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/28/2014 3:32:32,552,9/27/2014 20:32:32,11/19/2015 19:32:27,1,5.20,41.78,49.72,5.21,
2,9/28/2014 3:32:33,493,9/27/2014 20:32:33,11/19/2015 19:32:31,2,6.22,40.40,47.65,3.58,
3,9/28/2014 3:33:04,534,9/27/2014 20:33:04,11/19/2015 19:33:29,1,1.15,16.24,21.71,3.02,
4,9/28/2014 3:33:05,252,9/27/2014 20:33:05,11/19/2015 19:33:32,2,1.22,15.91,23.37,0.80,
5,9/28/2014 3:33:41,117,9/27/2014 20:33:41,11/19/2015 19:34:48,1,1.22,16.40,23.03,5.68,
6,9/28/2014 3:33:41,853,9/27/2014 20:33:41,11/19/2015 19:34:51,2,1.30,16.07,23.20,3.75,
7,9/28/2014 3:34:14,486,9/27/2014 20:34:14,11/19/2015 19:35:19,1,1.01,16.57,22.04,-5.72,
8,9/28/2014 3:34:15,177,9/27/2014 20:34:15,11/19/2015 19:35:23,2,1.15,16.24,22.70,-0.03,
9,9/28/2014 3:34:26,274,9/27/2014 20:34:26,11/19/2015 19:36:05,1,6.50,41.78,51.79,7.48,
10,9/28/2014 3:34:26,536,9/27/2014 20:34:26,11/19/2015 19:36:10,2,6.14,41.43,50.06,-0.09,
11,9/28/2014 3:35:14,441,9/27/2014 20:35:14,11/19/2015 19:37:04,1,9.47,39.36,49.72,4.90,
12,9/28/2014 3:35:16,896,9/27/2014 20:35:16,11/19/2015 19:37:07,2,6.50,41.43,49.72,2.01,
13,9/28/2014 3:35:28,292,9/27/2014 20:35:28,11/19/2015 19:37:38,1,1.01,15.41,22.87,3.88,
14,9/28/2014 3:35:28,982,9/27/2014 20:35:28,11/19/2015 19:37:42,2,1.44,15.41,24.03,7.95,
15,9/28/2014 3:36:03,497,9/27/2014 20:36:03,11/19/2015 19:37:46,1,1.44,15.74,23.86,-1.02,
16,9/28/2014 3:36:04,660,9/27/2014 20:36:04,11/19/2015 19:37:50,2,1.22,16.07,23.70,0.47,
17,9/28/2014 3:35:58,278,9/27/2014 20:35:58,11/19/2015 19:38:43,1,8.46,41.78,49.03,3.82,
18,9/28/2014 3:35:54,573,9/27/2014 20:35:54,11/19/2015 19:38:47,2,10.63,42.81,50.75,5.30,
19,9/28/2014 3:36:37,720,9/27/2014 20:36:37,11/19/2015 19:39:19,1,1.15,16.21,22.20,5.19,
20,9/28/2014 3:36:38,521,9/27/2014 20:36:38,11/19/2015 19:39:22,2,1.22,16.53,22.67,2.03,
21,9/28/2014 3:37:12,551,9/27/2014 20:37:12,11/19/2015 19:40:14,1,1.30,15.41,22.70,8.49,
22,9/28/2014 3:37:13,386,9/27/2014 20:37:13,11/19/2015 19:40:17,2,1.08,16.57,23.70,-0.12,
23,9/28/2014 3:37:15,245,9/27/2014 20:37:15,11/19/2015 19:40:20,1,1.01,15.08,22.20,3.49,
24,9/28/2014 3:37:16,146,9/27/2014 20:37:16,11/19/2015 19:40:22,2,1.01,15.41,23.37,1.69,
25,9/28/2014 3:37:11,583,9/27/2014 20:37:11,11/19/2015 19:41:12,1,8.96,40.74,50.06,-0.19,
26,9/28/2014 3:37:13,569,9/27/2014 20:37:13,11/19/2015 19:41:16,2,4.99,42.81,51.10,5.28,
27,9/28/2014 3:37:48,397,9/27/2014 20:37:48,11/19/2015 19:41:50,1,1.30,15.41,23.37,6.64,
28,9/28/2014 3:37:49,271,9/27/2014 20:37:49,11/19/2015 19:41:54,2,1.15,16.74,23.20,1.00,
29,9/28/2014 3:37:51,97,9/27/2014 20:37:51,11/19/2015 19:41:56,1,1.22,16.57,24.19,1.75,
30,9/28/2014 3:37:51,887,9/27/2014 20:37:51,11/19/2015 19:41:58,2,1.22,15.41,23.70,6.26,
31,9/28/2014 3:38:23,780,9/27/2014 20:38:23,11/19/2015 19:42:47,1,1.22,16.40,23.86,10.98,
32,9/28/2014 3:38:24,643,9/27/2014 20:38:24,11/19/2015 19:42:51,2,1.01,15.74,23.20,-1.92,
33,9/28/2014 3:38:27,319,9/27/2014 20:38:27,11/19/2015 19:42:54,2,1.08,15.58,22.87,4.16,
34,9/28/2014 3:39:01,95,9/27/2014 20:39:01,11/19/2015 19:44:02,1,1.22,15.91,21.87,4.95,
35,9/28/2014 3:39:02,19,9/27/2014 20:39:02,11/19/2015 19:44:05,2,1.08,15.58,21.87,1.74,
36,9/28/2014 3:39:36,356,9/27/2014 20:39:36,11/19/2015 19:44:57,1,1.08,15.58,21.71,-2.01,
37,9/28/2014 3:39:37,425,9/27/2014 20:39:37,11/19/2015 19:45:00,2,0.72,15.74,22.37,-0.52,
38,9/28/2014 3:40:11,527,9/27/2014 20:40:11,11/19/2015 19:46:23,1,1.15,15.24,23.03,-2.31,
39,9/28/2014 3:40:12,190,9/27/2014 20:40:12,11/19/2015 19:46:26,2,1.59,16.24,22.87,3.39,
40,9/28/2014 3:40:48,156,9/27/2014 20:40:48,11/19/2015 19:51:01,1,0.94,16.07,23.37,-1.46,
41,9/28/2014 3:40:48,851,9/27/2014 20:40:48,11/19/2015 19:51:03,2,1.15,15.08,23.37,3.85,
42,9/28/2014 3:41:24,117,9/27/2014 20:41:24,11/19/2015 19:51:10,1,1.22,15.74,22.54,7.36,
43,9/28/2014 3:41:24,868,9/27/2014 20:41:24,11/19/2015 19:51:14,2,1.30,16.57,24.19,0.42,
44,9/28/2014 3:41:27,167,9/27/2014 20:41:27,11/19/2015 19:51:27,1,1.08,15.24,22.20,4.34,
45,9/28/2014 3:41:27,734,9/27/2014 20:41:27,11/19/2015 19:51:30,2,1.59,15.24,22.70,9.77,
46,9/28/2014 3:40:38,379,9/27/2014 20:40:38,11/19/2015 19:53:39,1,29.29,42.12,49.72,3.76,
47,9/28/2014 3:40:39,782,9/27/2014 20:40:39,11/19/2015 19:53:44,2,10.48,42.12,49.37,1.77,
48,9/28/2014 3:41:15,197,9/27/2014 20:41:15,11/19/2015 19:53:50,1,26.11,41.43,49.37,2.73,
49,9/28/2014 3:41:21,768,9/27/2014 20:41:21,11/19/2015 19:53:54,2,19.45,40.40,48.68,4.42,
50,9/28/2014 3:42:00,818,9/27/2014 20:42:00,11/19/2015 19:54:52,1,1.15,15.24,22.70,7.76,
51,9/28/2014 3:42:01,787,9/27/2014 20:42:01,11/19/2015 19:54:58,2,1.08,15.58,23.03,4.14,
