"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,9/20/2014 3:03:07,414,9/19/2014 20:03:07,11/12/2015 19:33:58,1,19.67,40.37,49.50,4.30,
2,9/20/2014 3:03:11,342,9/19/2014 20:03:11,11/12/2015 19:34:05,2,17.72,41.78,50.21,-0.26,
3,9/20/2014 3:03:36,568,9/19/2014 20:03:36,11/12/2015 19:35:20,1,50.19,40.02,47.75,2.00,
4,9/20/2014 3:04:07,731,9/19/2014 20:04:07,11/12/2015 19:35:59,1,27.84,41.08,48.10,-0.22,
5,9/20/2014 3:04:12,895,9/19/2014 20:04:12,11/12/2015 19:36:05,2,22.92,42.48,48.45,9.05,
6,9/20/2014 3:04:51,248,9/19/2014 20:04:51,11/12/2015 19:37:03,1,22.13,40.37,49.15,3.61,
7,9/20/2014 3:04:52,273,9/19/2014 20:04:52,11/12/2015 19:37:09,2,21.98,40.37,50.56,0.79,
8,9/20/2014 3:05:23,300,9/19/2014 20:05:23,11/12/2015 19:37:45,1,27.34,41.78,49.50,2.08,
9,9/20/2014 3:05:31,603,9/19/2014 20:05:31,11/12/2015 19:37:50,2,17.79,42.13,48.45,8.11,
10,9/20/2014 3:05:59,407,9/19/2014 20:05:59,11/12/2015 19:38:19,1,26.25,41.08,49.85,2.99,
11,9/20/2014 3:05:54,623,9/19/2014 20:05:54,11/12/2015 19:38:26,2,27.99,40.73,49.85,5.09,
12,9/20/2014 3:06:34,960,9/19/2014 20:06:34,11/12/2015 19:38:55,1,17.50,40.73,49.50,4.48,
13,9/20/2014 3:06:35,16,9/19/2014 20:06:35,11/12/2015 19:39:00,2,24.23,38.27,48.45,2.89,
14,9/20/2014 3:07:19,260,9/19/2014 20:07:19,11/12/2015 19:40:29,2,17.50,40.37,48.10,6.03,
15,9/20/2014 3:07:29,500,9/19/2014 20:07:29,11/12/2015 19:40:38,1,14.39,41.43,49.15,4.94,
16,9/20/2014 3:07:21,701,9/19/2014 20:07:21,11/12/2015 19:40:42,2,15.33,42.13,50.21,3.82,
17,9/20/2014 3:08:07,913,9/19/2014 20:08:07,11/12/2015 19:41:20,1,22.42,42.13,49.85,3.07,
18,9/20/2014 3:08:04,14,9/19/2014 20:08:04,11/12/2015 19:41:27,2,27.92,42.13,50.21,3.01,
