"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,8/10/2014 4:39:48,861,8/9/2014 21:39:48,2/25/2016 19:14:40,1,1.37,18.05,26.37,14.31,
2,8/10/2014 4:39:45,788,8/9/2014 21:39:45,2/25/2016 19:15:20,1,15.18,40.56,50.51,0.96,
3,8/10/2014 4:39:45,377,8/9/2014 21:39:45,2/25/2016 19:15:25,2,17.07,41.66,51.25,1.11,
4,8/10/2014 4:39:58,668,8/9/2014 21:39:58,2/25/2016 19:15:58,1,1.73,14.74,22.86,11.57,
5,8/10/2014 4:41:48,54,8/9/2014 21:41:48,2/25/2016 19:18:06,1,1.15,15.92,22.65,5.10,
6,8/10/2014 4:41:51,148,8/9/2014 21:41:51,2/25/2016 19:18:31,1,18.80,40.19,51.99,1.32,
7,8/10/2014 4:41:51,182,8/9/2014 21:41:51,2/25/2016 19:18:36,2,7.81,41.29,50.14,4.36,
8,8/10/2014 4:42:40,129,8/9/2014 21:42:40,2/25/2016 19:19:29,1,1.30,15.11,26.17,10.87,
9,8/10/2014 4:42:13,526,8/9/2014 21:42:13,2/25/2016 19:19:47,1,8.75,41.29,50.51,1.03,
10,8/10/2014 4:42:12,30,8/9/2014 21:42:12,2/25/2016 19:19:50,2,8.67,42.77,49.77,3.84,
11,8/10/2014 4:42:31,60,8/9/2014 21:42:31,2/25/2016 19:19:58,1,12.22,43.14,51.62,2.74,
12,8/10/2014 4:43:37,876,8/9/2014 21:43:37,2/25/2016 19:20:58,1,1.37,15.11,22.86,10.83,
13,8/10/2014 4:44:11,67,8/9/2014 21:44:11,2/25/2016 19:21:13,1,1.44,15.48,25.07,12.92,
14,8/10/2014 4:44:16,646,8/9/2014 21:44:16,2/25/2016 19:21:49,1,17.93,42.40,50.88,-0.16,
15,8/10/2014 4:44:18,316,8/9/2014 21:44:18,2/25/2016 19:21:52,2,6.79,42.40,52.35,3.49,
