"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/11/2014 2:18:15,977,10/10/2014 19:18:15,12/10/2015 19:37:36,1,1.37,14.43,23.82,12.09,
2,10/11/2014 2:18:15,42,10/10/2014 19:18:15,12/10/2015 19:37:40,2,1.66,14.78,22.60,7.12,
3,10/11/2014 2:18:13,745,10/10/2014 19:18:13,12/10/2015 19:39:58,1,16.70,42.02,50.00,12.34,
4,10/11/2014 2:18:17,974,10/10/2014 19:18:17,12/10/2015 19:40:10,2,15.11,42.39,49.27,7.49,
5,10/11/2014 2:19:09,782,10/10/2014 19:19:09,12/10/2015 19:41:13,1,12.51,41.30,48.55,7.20,
6,10/11/2014 2:39:16,151,10/10/2014 19:39:16,12/10/2015 21:07:15,1,2.24,21.37,36.23,5.38,"noise                                             "
7,10/11/2014 2:38:58,936,10/10/2014 19:38:58,12/10/2015 21:07:25,1,9.76,43.11,49.27,14.86,
8,10/11/2014 2:38:59,977,10/10/2014 19:38:59,12/10/2015 21:07:30,2,14.32,42.75,48.91,2.79,
9,10/11/2014 2:39:27,699,10/10/2014 19:39:27,12/10/2015 21:08:05,1,2.31,18.84,35.50,7.36,"noise                                             "
10,10/11/2014 2:39:31,210,10/10/2014 19:39:31,12/10/2015 21:08:13,1,4.91,22.46,37.31,7.07,"noise                                             "
11,10/11/2014 2:39:36,344,10/10/2014 19:39:36,12/10/2015 21:09:25,1,1.08,14.13,22.82,10.44,
12,10/11/2014 2:39:35,504,10/10/2014 19:39:35,12/10/2015 21:09:28,2,1.51,15.21,21.37,11.14,
13,10/11/2014 2:39:42,476,10/10/2014 19:39:42,12/10/2015 21:09:31,1,1.22,14.13,22.46,5.14,
14,10/11/2014 2:39:41,870,10/10/2014 19:39:41,12/10/2015 21:09:33,2,1.22,15.57,23.91,9.02,
15,10/11/2014 2:39:44,85,10/10/2014 19:39:44,12/10/2015 21:09:36,1,1.01,13.40,24.63,-3.30,
16,10/11/2014 2:39:43,623,10/10/2014 19:39:43,12/10/2015 21:09:38,2,1.15,15.21,24.27,-7.53,
17,10/11/2014 2:39:19,693,10/10/2014 19:39:19,12/10/2015 21:09:48,1,7.59,42.75,50.00,2.66,
18,10/11/2014 2:39:19,448,10/10/2014 19:39:19,12/10/2015 21:09:51,2,7.88,41.66,48.18,7.88,
19,10/11/2014 2:40:13,257,10/10/2014 19:40:13,12/10/2015 21:11:27,1,1.51,14.85,23.18,8.15,
20,10/11/2014 2:40:12,779,10/10/2014 19:40:12,12/10/2015 21:11:29,2,1.30,13.40,24.63,10.40,
21,10/11/2014 2:40:18,738,10/10/2014 19:40:18,12/10/2015 21:11:32,1,1.37,14.49,23.55,8.58,
22,10/11/2014 2:40:17,787,10/10/2014 19:40:17,12/10/2015 21:11:34,2,1.15,15.21,24.63,6.18,
23,10/11/2014 2:40:20,146,10/10/2014 19:40:20,12/10/2015 21:11:37,1,1.15,14.85,24.63,-3.19,
24,10/11/2014 2:40:19,757,10/10/2014 19:40:19,12/10/2015 21:11:39,2,1.30,15.21,23.55,-3.09,
25,10/11/2014 2:39:52,221,10/10/2014 19:39:52,12/10/2015 21:11:48,1,29.58,40.57,49.27,3.93,
26,10/11/2014 2:39:53,349,10/10/2014 19:39:53,12/10/2015 21:13:19,2,26.76,40.94,48.55,5.29,
27,10/11/2014 2:40:53,906,10/10/2014 19:40:53,12/10/2015 21:14:05,1,1.30,15.21,22.46,2.26,
28,10/11/2014 2:40:53,338,10/10/2014 19:40:53,12/10/2015 21:14:08,2,1.22,15.21,24.27,-0.62,
29,10/11/2014 2:40:55,392,10/10/2014 19:40:55,12/10/2015 21:14:11,1,1.73,14.49,23.91,-1.21,
30,10/11/2014 2:40:54,913,10/10/2014 19:40:54,12/10/2015 21:14:13,2,1.44,14.49,23.91,-4.92,
31,10/11/2014 2:40:48,289,10/10/2014 19:40:48,12/10/2015 21:15:02,1,30.09,42.02,50.00,2.71,
32,10/11/2014 2:40:51,377,10/10/2014 19:40:51,12/10/2015 21:15:09,2,28.35,40.57,50.36,6.13,
33,10/11/2014 2:41:28,12,10/10/2014 19:41:28,12/10/2015 21:17:04,1,22.71,41.66,48.91,7.66,
34,10/11/2014 2:41:27,678,10/10/2014 19:41:27,12/10/2015 21:17:07,2,19.24,40.57,48.55,3.96,
35,10/11/2014 2:41:30,282,10/10/2014 19:41:30,12/10/2015 21:17:13,1,1.66,15.21,21.73,12.54,
36,10/11/2014 2:41:29,604,10/10/2014 19:41:29,12/10/2015 21:17:15,2,1.22,15.94,25.00,2.15,
37,10/11/2014 2:41:31,852,10/10/2014 19:41:31,12/10/2015 21:17:17,1,1.44,14.85,24.27,-0.05,
38,10/11/2014 2:41:31,334,10/10/2014 19:41:31,12/10/2015 21:17:19,2,1.95,15.21,23.91,-3.41,
39,10/11/2014 2:42:04,387,10/10/2014 19:42:04,12/10/2015 21:17:57,1,1.73,14.49,22.46,7.15,
40,10/11/2014 2:42:04,215,10/10/2014 19:42:04,12/10/2015 21:17:59,2,1.08,15.21,22.82,5.85,
41,10/11/2014 2:42:05,906,10/10/2014 19:42:05,12/10/2015 21:18:01,1,1.59,14.49,23.91,4.65,
42,10/11/2014 2:42:05,695,10/10/2014 19:42:05,12/10/2015 21:18:04,2,1.51,15.21,22.46,-5.84,
43,10/11/2014 2:42:17,959,10/10/2014 19:42:17,12/10/2015 21:20:09,1,1.30,13.76,23.18,6.76,
44,10/11/2014 2:42:18,710,10/10/2014 19:42:18,12/10/2015 21:20:12,2,1.22,14.13,24.63,4.07,
45,10/11/2014 2:42:40,723,10/10/2014 19:42:40,12/10/2015 21:20:28,1,1.08,15.57,22.82,7.63,
46,10/11/2014 2:42:41,975,10/10/2014 19:42:41,12/10/2015 21:20:34,1,1.51,14.85,23.18,0.01,
47,10/11/2014 2:41:54,616,10/10/2014 19:41:54,12/10/2015 21:21:27,1,20.68,39.49,48.91,3.17,
48,10/11/2014 2:41:54,266,10/10/2014 19:41:54,12/10/2015 21:21:30,2,19.09,41.66,50.72,3.93,
