"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,8/10/2014 4:02:47,458,8/9/2014 21:02:47,2/24/2016 22:00:53,1,8.31,39.95,50.95,1.28,
2,8/10/2014 4:02:44,648,8/9/2014 21:02:44,2/24/2016 22:00:56,2,12.22,41.78,50.95,3.05,
3,8/10/2014 4:03:09,631,8/9/2014 21:03:09,2/24/2016 22:00:59,1,9.25,40.68,50.58,4.87,
4,8/10/2014 4:03:10,544,8/9/2014 21:03:10,2/24/2016 22:01:01,2,7.45,39.95,49.12,4.55,
5,8/10/2014 4:03:15,916,8/9/2014 21:03:15,2/24/2016 22:02:08,1,1.30,18.82,27.09,11.26,
6,8/10/2014 4:03:15,655,8/9/2014 21:03:15,2/24/2016 22:02:11,2,1.08,19.00,29.38,0.62,
7,8/10/2014 4:04:00,96,8/9/2014 21:04:00,2/24/2016 22:03:35,1,9.11,43.98,51.31,3.65,
8,8/10/2014 4:04:01,754,8/9/2014 21:04:01,2/24/2016 22:03:37,2,8.31,41.42,49.85,7.04,
9,8/10/2014 4:04:08,365,8/9/2014 21:04:08,2/24/2016 22:03:41,1,3.97,82.47,89.80,0.88,
10,8/10/2014 4:04:08,15,8/9/2014 21:04:08,2/24/2016 22:03:43,2,3.97,81.01,89.44,0.71,
11,8/10/2014 4:04:00,235,8/9/2014 21:04:00,2/24/2016 22:05:19,1,8.75,41.78,51.31,2.37,
12,8/10/2014 4:04:01,665,8/9/2014 21:04:01,2/24/2016 22:05:21,2,7.95,40.68,51.31,5.07,
13,8/10/2014 4:04:08,486,8/9/2014 21:04:08,2/24/2016 22:05:25,1,3.76,81.74,90.17,1.87,
14,8/10/2014 4:04:07,891,8/9/2014 21:04:07,2/24/2016 22:05:28,2,4.05,81.37,89.80,2.78,
15,8/10/2014 4:04:43,42,8/9/2014 21:04:43,2/24/2016 22:07:43,1,17.72,40.32,50.58,3.70,
16,8/10/2014 4:04:46,876,8/9/2014 21:04:46,2/24/2016 22:07:45,2,14.17,40.68,50.95,2.27,
17,8/10/2014 4:05:14,231,8/9/2014 21:05:14,2/24/2016 22:08:59,1,13.09,39.95,51.68,-0.67,
18,8/10/2014 4:05:09,312,8/9/2014 21:05:09,2/24/2016 22:09:02,2,18.58,42.88,53.88,-1.17,
19,8/10/2014 4:05:48,428,8/9/2014 21:05:48,2/24/2016 22:09:06,1,7.16,41.78,50.58,-1.08,
20,8/10/2014 4:05:49,146,8/9/2014 21:05:49,2/24/2016 22:09:07,2,7.08,42.52,50.95,4.58,
21,8/10/2014 4:06:35,121,8/9/2014 21:06:35,2/24/2016 22:10:46,1,11.93,41.78,51.31,3.27,
22,8/10/2014 4:06:38,605,8/9/2014 21:06:38,2/24/2016 22:10:49,2,12.36,41.05,51.68,5.59,
23,8/10/2014 4:07:00,179,8/9/2014 21:07:00,2/24/2016 22:11:37,1,2.45,42.15,50.58,-0.49,
24,8/10/2014 4:06:58,949,8/9/2014 21:06:58,2/24/2016 22:11:39,2,10.19,42.88,51.31,-0.50,
25,8/10/2014 4:07:20,900,8/9/2014 21:07:20,2/24/2016 22:11:42,1,9.18,41.78,52.41,5.11,
26,8/10/2014 4:07:20,733,8/9/2014 21:07:20,2/24/2016 22:11:44,2,15.04,40.68,50.21,2.60,
27,8/10/2014 4:08:08,842,8/9/2014 21:08:08,2/24/2016 22:12:45,1,1.66,15.48,23.04,8.38,
28,8/10/2014 4:08:08,759,8/9/2014 21:08:08,2/24/2016 22:12:48,2,1.37,14.42,22.52,3.04,
29,8/10/2014 4:08:06,751,8/9/2014 21:08:06,2/24/2016 22:13:15,1,14.39,42.52,50.21,4.64,
30,8/10/2014 4:08:02,506,8/9/2014 21:08:02,2/24/2016 22:13:19,2,18.66,42.15,50.58,4.41,
31,8/10/2014 4:08:28,383,8/9/2014 21:08:28,2/24/2016 22:13:34,1,12.29,40.68,50.95,1.84,
32,8/10/2014 4:08:28,956,8/9/2014 21:08:28,2/24/2016 22:13:37,2,9.98,41.05,50.95,4.30,
33,8/10/2014 4:08:53,200,8/9/2014 21:08:53,2/24/2016 22:13:41,1,20.25,39.95,51.31,5.01,
34,8/10/2014 4:08:53,796,8/9/2014 21:08:53,2/24/2016 22:13:44,2,21.04,42.88,50.95,1.21,
35,8/10/2014 4:09:35,401,8/9/2014 21:09:35,2/24/2016 22:14:24,1,8.96,80.64,90.17,-0.01,
36,8/10/2014 4:09:33,955,8/9/2014 21:09:33,2/24/2016 22:14:27,2,7.81,79.54,90.17,-0.17,
37,8/10/2014 4:09:58,737,8/9/2014 21:09:58,2/24/2016 22:14:52,1,9.18,40.68,49.85,1.97,
38,8/10/2014 4:09:59,494,8/9/2014 21:09:59,2/24/2016 22:14:54,2,9.98,39.95,49.85,3.37,
39,8/10/2014 4:10:23,112,8/9/2014 21:10:23,2/24/2016 22:15:14,1,11.50,42.15,51.31,1.00,
40,8/10/2014 4:10:24,615,8/9/2014 21:10:24,2/24/2016 22:15:17,2,9.33,41.42,52.41,2.33,
41,8/10/2014 4:11:27,925,8/9/2014 21:11:27,2/24/2016 22:15:59,1,1.51,14.78,23.40,11.08,
42,8/10/2014 4:11:28,159,8/9/2014 21:11:28,2/24/2016 22:16:01,2,1.15,14.42,21.29,4.58,
43,8/10/2014 4:11:59,159,8/9/2014 21:11:59,2/24/2016 22:17:04,1,1.15,15.02,25.29,9.98,
44,8/10/2014 4:12:04,268,8/9/2014 21:12:04,2/24/2016 22:17:07,1,1.51,15.02,25.29,7.50,
45,8/10/2014 4:12:06,405,8/9/2014 21:12:06,2/24/2016 22:17:09,1,1.44,15.02,25.29,5.41,
46,8/10/2014 4:12:22,975,8/9/2014 21:12:22,2/24/2016 22:17:41,1,1.44,17.22,31.15,3.48,
47,8/10/2014 4:12:22,737,8/9/2014 21:12:22,2/24/2016 22:17:44,2,2.09,16.86,28.59,-2.07,
48,8/10/2014 4:12:52,393,8/9/2014 21:12:52,2/24/2016 22:18:11,1,21.91,39.95,50.95,-0.87,
49,8/10/2014 4:13:01,386,8/9/2014 21:13:01,2/24/2016 22:18:13,2,11.06,39.95,47.65,2.41,
50,8/10/2014 4:13:18,500,8/9/2014 21:13:18,2/24/2016 22:19:46,1,1.15,15.71,23.73,8.24,
51,8/10/2014 4:13:34,124,8/9/2014 21:13:34,2/24/2016 22:20:13,1,12.44,41.05,50.95,0.16,
52,8/10/2014 4:13:35,682,8/9/2014 21:13:35,2/24/2016 22:20:15,2,7.45,41.05,50.95,5.24,
53,8/10/2014 4:14:20,345,8/9/2014 21:14:20,2/24/2016 22:21:47,1,13.09,41.78,50.21,1.98,
54,8/10/2014 4:14:20,473,8/9/2014 21:14:20,2/24/2016 22:21:49,2,11.21,41.78,50.95,5.36,
55,8/10/2014 4:14:47,528,8/9/2014 21:14:47,2/24/2016 22:23:08,1,14.32,41.42,51.68,-0.21,
56,8/10/2014 4:14:49,64,8/9/2014 21:14:49,2/24/2016 22:23:10,2,6.29,43.25,50.21,2.98,
57,8/10/2014 4:15:08,900,8/9/2014 21:15:08,2/24/2016 22:23:13,1,13.96,41.05,52.41,2.89,
58,8/10/2014 4:15:14,481,8/9/2014 21:15:14,2/24/2016 22:23:15,2,9.40,41.78,51.31,2.23,
59,8/10/2014 4:15:31,21,8/9/2014 21:15:31,2/24/2016 22:24:15,1,7.81,80.64,89.44,5.58,
60,8/10/2014 4:16:18,70,8/9/2014 21:16:18,2/24/2016 22:28:25,1,1.88,14.95,25.51,5.63,
61,8/10/2014 4:16:46,775,8/9/2014 21:16:46,2/24/2016 22:28:28,1,1.59,15.48,23.75,7.55,
62,8/10/2014 4:16:06,665,8/9/2014 21:16:06,2/24/2016 22:29:06,1,12.44,41.05,52.05,4.45,
63,8/10/2014 4:16:08,568,8/9/2014 21:16:08,2/24/2016 22:29:08,2,9.76,42.88,49.48,4.12,
64,8/10/2014 4:16:28,193,8/9/2014 21:16:28,2/24/2016 22:29:11,1,21.04,41.78,49.85,2.41,
65,8/10/2014 4:16:26,768,8/9/2014 21:16:26,2/24/2016 22:29:14,2,21.55,42.52,50.21,0.09,
66,8/10/2014 4:16:59,922,8/9/2014 21:16:59,2/24/2016 22:31:30,1,18.15,38.85,52.78,0.39,
67,8/10/2014 4:16:58,570,8/9/2014 21:16:58,2/24/2016 22:31:33,2,10.27,42.88,54.61,1.64,
68,8/10/2014 4:17:47,405,8/9/2014 21:17:47,2/24/2016 22:37:02,1,15.18,40.32,51.68,-0.35,
