"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,8/21/2014 3:35:50,792,8/20/2014 20:35:50,10/5/2015 20:59:51,1,2.31,-0.67,121.62,1.#Q,"noise                                             "
2,8/21/2014 3:35:57,105,8/20/2014 20:35:57,10/5/2015 21:00:05,1,6.50,-4.05,124.32,1.#Q,"noise                                             "
3,8/21/2014 3:36:11,931,8/20/2014 20:36:11,10/5/2015 21:00:17,1,6.22,-4.72,125.00,1.#Q,"noise                                             "
4,8/21/2014 5:19:11,423,8/20/2014 22:19:11,10/5/2015 22:24:29,1,0.86,16.21,29.72,7.87,
5,8/21/2014 5:19:11,217,8/20/2014 22:19:11,10/5/2015 22:24:37,2,0.65,17.56,30.40,-0.82,
6,8/21/2014 5:20:04,506,8/20/2014 22:20:04,10/5/2015 22:26:04,1,0.86,21.62,33.10,2.15,
7,8/21/2014 5:20:04,484,8/20/2014 22:20:04,10/5/2015 22:26:08,2,0.79,20.94,33.10,2.18,
8,8/21/2014 5:20:06,594,8/20/2014 22:20:06,10/5/2015 22:26:32,1,0.86,21.62,35.13,7.64,
9,8/21/2014 5:20:06,461,8/20/2014 22:20:06,10/5/2015 22:26:36,2,0.72,22.29,31.75,-0.24,
10,8/21/2014 5:29:04,991,8/20/2014 22:29:04,10/5/2015 22:31:52,1,1.15,20.27,32.43,5.85,
11,8/21/2014 5:29:05,75,8/20/2014 22:29:05,10/5/2015 22:31:55,2,0.86,18.24,32.43,4.33,
12,8/21/2014 5:29:07,279,8/20/2014 22:29:07,10/5/2015 22:32:19,1,1.01,17.56,31.75,1.90,
13,8/21/2014 5:29:07,12,8/20/2014 22:29:07,10/5/2015 22:32:22,2,1.01,19.59,31.08,0.31,
