"Id","UTC","UTCMilliseconds","PCLocalTime","PCTime","Channels","Duration","f1","f2","snr","notes"
1,10/11/2014 3:39:47,360,10/10/2014 20:39:47,12/22/2015 18:46:01,1,15.11,40.36,49.76,-0.69,
2,10/11/2014 3:39:47,684,10/10/2014 20:39:47,12/22/2015 18:46:08,2,17.72,40.36,50.15,5.85,
3,10/11/2014 3:40:13,495,10/10/2014 20:40:13,12/22/2015 18:47:18,1,6.72,43.10,48.98,10.91,
4,10/11/2014 3:40:13,568,10/10/2014 20:40:13,12/22/2015 18:47:20,2,9.25,42.31,50.15,-0.99,
5,10/11/2014 3:40:15,978,10/10/2014 20:40:15,12/22/2015 18:48:32,1,1.01,14.48,20.50,5.76,
6,10/11/2014 3:40:15,410,10/10/2014 20:40:15,12/22/2015 18:48:35,2,1.08,15.98,22.19,2.40,
7,10/11/2014 3:40:54,426,10/10/2014 20:40:54,12/22/2015 18:48:38,1,1.22,15.98,22.38,6.28,
8,10/11/2014 3:40:54,253,10/10/2014 20:40:54,12/22/2015 18:48:41,2,1.30,15.79,22.75,11.20,
9,10/11/2014 3:40:46,891,10/10/2014 20:40:46,12/22/2015 18:50:05,1,12.15,39.96,47.80,-0.81,
10,10/11/2014 3:40:43,664,10/10/2014 20:40:43,12/22/2015 18:50:08,2,10.05,41.53,50.94,1.90,
11,10/11/2014 3:41:19,894,10/10/2014 20:41:19,12/22/2015 18:50:57,1,8.39,41.92,49.76,7.04,
12,10/11/2014 3:41:18,748,10/10/2014 20:41:18,12/22/2015 18:51:00,2,9.40,41.14,50.15,4.84,
13,10/11/2014 3:41:56,796,10/10/2014 20:41:56,12/22/2015 18:52:04,1,14.39,40.75,49.76,4.16,
14,10/11/2014 3:41:56,963,10/10/2014 20:41:56,12/22/2015 18:52:08,2,7.95,41.92,50.94,10.31,
15,10/11/2014 3:42:24,874,10/10/2014 20:42:24,12/22/2015 18:52:38,1,7.23,39.96,48.19,4.71,
16,10/11/2014 3:42:25,36,10/10/2014 20:42:25,12/22/2015 18:52:41,2,8.10,40.36,49.37,6.08,
17,10/11/2014 3:42:50,323,10/10/2014 20:42:50,12/22/2015 18:53:08,1,8.46,41.53,49.76,0.43,
18,10/11/2014 3:42:50,908,10/10/2014 20:42:50,12/22/2015 18:53:12,2,7.81,41.92,51.33,7.38,
19,10/11/2014 3:42:38,251,10/10/2014 20:42:38,12/22/2015 18:53:51,1,1.37,15.04,21.44,4.52,
20,10/11/2014 3:42:38,546,10/10/2014 20:42:38,12/22/2015 18:53:54,2,1.73,15.61,23.13,8.00,
21,10/11/2014 3:43:17,589,10/10/2014 20:43:17,12/22/2015 18:54:22,1,1.37,15.04,22.75,1.46,
22,10/11/2014 3:43:17,33,10/10/2014 20:43:17,12/22/2015 18:54:25,2,1.73,14.48,24.07,0.93,
23,10/11/2014 3:43:18,992,10/10/2014 20:43:18,12/22/2015 18:54:28,1,1.66,14.10,22.57,-2.29,
24,10/11/2014 3:43:19,31,10/10/2014 20:43:19,12/22/2015 18:54:31,2,1.30,14.67,22.57,-2.46,
25,10/11/2014 3:43:21,620,10/10/2014 20:43:21,12/22/2015 18:55:51,1,13.01,40.75,48.98,3.72,
26,10/11/2014 3:43:23,89,10/10/2014 20:43:23,12/22/2015 18:55:54,2,10.63,43.10,50.15,3.87,
